date,pm10,co,no2,pm25,avgT,humid,pressure-monthly,windDir,windSpd
12/24/2020,85,0.975362319,33.86086957,46,28.3,61,1010.97,40,7
12/25/2020,76,1.069855072,30.60289855,40,28.4,65,1010.97,210,7
12/26/2020,68,1.041594203,28.11594203,34,29.3,69,1010.97,160,5
12/27/2020,60,0.671449275,21.25970658,33,30.5,67,1010.97,240,6
12/28/2020,43,0.491304348,18.95652174,21,30.2,74,1010.97,210,5
12/29/2020,57,0.785217391,25.13913043,29,30.8,70,1010.97,250,5
12/30/2020,59,0.642463768,19.07391304,28,30.5,62,1010.97,190,7
12/31/2020,42,0.596086957,13.23043478,21,26.4,56,1010.97,50,9
1/1/2021,45,0.617971014,16.32318841,24,24.5,57,1011.41,30,9
1/2/2021,52,0.583478261,21.11884058,29,24.3,56,1011.41,260,8
1/3/2021,68,0.722173913,24.63333333,43,25.1,56,1011.41,240,8
1/4/2021,68,0.786086957,25.52318841,40,26.9,59,1011.41,200,7
1/5/2021,68,1.014202899,32.85362319,35,27.7,60,1011.41,240,7
1/6/2021,67,0.917101449,27.53333333,37,29.8,58,1011.41,170,8
1/7/2021,59,0.820289855,24.16811594,31,29.8,58,1011.41,130,7
1/8/2021,51,0.670606061,17.47272727,26,29,60,1011.41,30,10
1/9/2021,47,0.782898551,18.3115942,22,26.4,60,1011.41,40,8
1/10/2021,54,0.777826087,19.99130435,29,26.4,56,1011.41,30,6
1/11/2021,60,0.764492754,21.26811594,32,26.1,54,1011.41,30,8
1/12/2021,67,0.463666667,20.45,32,22.7,54,1011.41,30,5
1/13/2021,95,0.749565217,30.59565217,53,22.8,50,1011.41,40,7
1/14/2021,120,1.036956522,38.8115942,74,24,58,1011.41,240,8
1/15/2021,129,1.19826087,38.1173913,83,25.6,63,1011.41,180,7
1/16/2021,109,0.76884058,18.62028986,70,27,67,1011.41,210,6
1/17/2021,80,0.716521739,16.47681159,47,28.4,66,1011.41,120,9
1/18/2021,64,0.683478261,21.18550725,33,25.5,54,1011.41,40,9
1/19/2021,86,1.022898551,31.0115942,52,24.5,56,1011.41,120,9
1/20/2021,106,1.212753623,37.6,66,26,56,1011.41,120,8
1/21/2021,113,1.359444444,43.58333333,71,26.8,59,1011.41,240,7
1/22/2021,136,1.477536232,48.08985507,86,26.5,60,1011.41,120,6
1/23/2021,107,0.911428571,30.54761905,68,28.3,64,1011.41,240,8
1/24/2021,51,0.45530303,11.87272727,31,28.3,69,1011.41,240,9
1/25/2021,44,0.454492754,12.39565217,24,30,71,1011.41,120,4
1/26/2021,55,0.618985507,15.87826087,27,29.7,75,1011.41,120,8
1/27/2021,59,0.551969697,16.52121212,33,30.2,73,1011.41,240,8
1/28/2021,64,0.62884058,19.05942029,33,30.4,73,1011.41,130,5
1/29/2021,76,0.724492754,20.80869565,41,29.1,63,1011.41,120,9
1/30/2021,78,0.818550725,23.92463768,46,29.3,47,1011.41,90,9
1/31/2021,79,0.793188406,23.37826087,47,28.8,54,1011.41,40,8
2/1/2021,107,1.153623188,35.49246377,64,30.1,54,1010.51,110,8
2/2/2021,97,1.044124396,32.19642512,57,30.2,60,1010.51,70,4
2/3/2021,99,0.933188406,25.69637681,57,30.5,56,1010.51,120,8
2/4/2021,92,0.936521739,25.76275362,52,29.4,64,1010.51,30,8
2/5/2021,92,1.116086957,35.55173913,54,29.2,54,1010.51,240,8
2/6/2021,81,0.879275362,31.03347826,47,28.8,55,1010.51,140,8
2/7/2021,92,0.794347826,22.22927536,55,29.6,63,1010.51,240,6
2/8/2021,54,0.430289855,8.524347826,29,30.3,75,1010.51,210,6
2/9/2021,70,0.803333333,18.71942029,37,28.4,83,1010.51,280,9
2/10/2021,67,0.794538867,24.66519104,34,28.1,73,1010.51,170,8
2/11/2021,63,0.784986825,27.8942029,32,28.9,60,1010.51,240,8
2/12/2021,64,0.718695652,26.92449275,36,26.8,61,1010.51,240,7
2/13/2021,62,0.593623188,15.62043478,36,29,73,1010.51,240,8
2/14/2021,49,0.486666667,10.36304348,28,28.8,72,1010.51,120,7
2/15/2021,43,0.431557971,8.720869565,24,28.3,74,1010.51,210,10
2/16/2021,46,0.46884058,8.576666666,26,29.7,72,1010.51,250,7
2/17/2021,61,0.724202899,13.36739131,32,30.6,74,1010.51,250,6
2/18/2021,79,0.809855072,19.77275362,47,29,69,1010.51,120,8
2/19/2021,68,0.813913043,20.60115942,40,27.8,55,1010.51,210,8
2/20/2021,72,0.918550725,24.68550725,42,27.8,57,1010.51,280,7
2/21/2021,87,0.868550725,22.18347826,57,28.8,57,1010.51,130,5
2/22/2021,77,0.657101449,10.5142029,46,29.3,70,1010.51,210,7
2/23/2021,67,0.552608696,9.728550723,38,29.9,72,1010.51,210,6
2/24/2021,63,0.544347826,8.859275361,37,29.8,71,1010.51,210,8
2/25/2021,73,0.748242754,15.3931401,44,31.3,61,1010.51,240,8
2/26/2021,70,0.639275362,12.24913044,48,30.8,63,1010.51,180,7
2/27/2021,70,0.570066425,11.1148913,47,29.7,66,1010.51,250,8
2/28/2021,63,0.434347826,5.158985507,41,,74,1010.51,,
3/1/2021,41,0.511884058,7.33826087,24,29.9,71,1009.21,240,8
3/2/2021,30,0.474202899,6.096231884,15,30.4,75,1009.21,270,6
3/3/2021,29,0.393913043,5.521594203,12,30.6,79,1009.21,210,8
3/4/2021,45,0.616231884,8.601594203,20,30.8,76,1009.21,260,7
3/5/2021,37,0.477246377,5.929565217,18,31.1,75,1009.21,240,7
3/6/2021,41,0.490724638,5.827681159,18,31.1,75,1009.21,240,8
3/7/2021,37,0.522898551,5.290869565,18,30.4,73,1009.21,240,7
3/8/2021,44,0.529710145,8.213333333,23,30.8,75,1009.21,260,8
3/9/2021,44,0.555217391,13.74898551,22,30.1,77,1009.21,240,8
3/10/2021,54,0.594782609,14.3057971,28,30.1,75,1009.21,17,9
3/11/2021,59,0.716811594,14.10014493,32,30.4,72,1009.21,210,6
3/12/2021,56,0.576111111,10.60722222,28,31.3,72,1009.21,260,7
3/13/2021,52,0.527536232,9.058405797,26,31.4,76,1009.21,28,6
3/14/2021,47,0.413478261,6.762608696,23,30.8,75,1009.21,160,8
3/15/2021,46,0.446956522,6.885507246,21,30.5,76,1009.21,120,8
3/16/2021,56,0.438030303,7.716060606,25,30.7,76,1009.21,260,9
3/17/2021,60,0.409130435,7.126666667,23,30.9,77,1009.21,270,7
3/18/2021,68,0.507681159,8.697246377,37,31.3,74,1009.21,210,8
3/19/2021,60,0.483478261,7.425362319,31,31.7,74,1009.21,260,7
3/20/2021,57,0.441304348,6.831304348,31,30.8,74,1009.21,240,8
3/21/2021,45,0.373768116,5.164782609,22,30.8,73,1009.21,120,8
3/22/2021,85,0.927826087,19.18289855,46,29.6,79,1009.21,240,9
3/23/2021,76,1.126956522,23.70246377,40,30.8,67,1009.21,240,8
3/24/2021,81,0.997101449,24.29130435,46,32.1,61,1009.21,230,6
3/25/2021,69,0.736666667,14.1342029,37,31.6,69,1009.21,290,8
3/26/2021,39,0.377142857,7.158730159,18,32,75,1009.21,250,8
3/27/2021,36,0.3,13.18869565,14,31.3,75,1009.21,250,8
3/28/2021,42,0.750144928,6.091304348,16,30.8,76,1009.21,210,8
3/29/2021,38,0.633768116,7.778115942,16,31.5,75,1009.21,120,10
3/30/2021,41,0.459275362,8.826376812,19,32.6,74,1009.21,270,8
3/31/2021,45,0.417121212,15.08242424,24,,72,1009.21,,
4/1/2021,36,0.276231884,12.15652174,19,32.3,72,1008.48,270,7
4/2/2021,22,0.281014493,8.571739131,8,32.9,72,1008.48,220,9
4/3/2021,32,0.259855072,13.09275362,14,31.8,72,1008.48,250,9
4/4/2021,33,0.408636364,12.24545455,14,30.3,79,1008.48,140,9
4/5/2021,61,0.608550725,21.76666667,33,28.9,84,1008.48,140,8
4/6/2021,61,0.630694444,22.91388889,33,29,85,1008.48,240,9
4/7/2021,71,0.585757576,25.84242424,28,29.8,80,1008.48,120,8
4/8/2021,55,0.473043478,20.17391304,28,30.2,74,1008.48,240,6
4/9/2021,41,0.509130435,19.40144928,21,31.7,72,1008.48,280,6
4/10/2021,55,0.625072464,20.97391304,30,31.3,74,1008.48,240,9
4/11/2021,46,0.623043478,19.56521739,27,30.8,78,1008.48,240,9
4/12/2021,53,0.709130435,19.56666667,28,29.6,85,1008.48,27,8
4/13/2021,37,0.491594203,8.791304348,20,31.4,75,1008.48,280,7
4/14/2021,28,0.377246377,7.771014493,15,31.7,73,1008.48,130,8
4/15/2021,36,0.493333333,11.85507246,20,31.7,70,1008.48,210,9
4/16/2021,29,0.43173913,9.353623188,16,31.4,74,1008.48,240,8
4/17/2021,33,0.485362319,13.07101449,17,31.7,68,1008.48,120,8
4/18/2021,32,0.503333333,15.4884058,16,31.4,75,1008.48,260,8
4/19/2021,26,0.437391304,12.94927536,11,30.2,76,1008.48,210,9
4/20/2021,33,0.532463768,17.56521739,14,31.3,77,1008.48,120,8
4/21/2021,34,0.482028986,18.08115942,15,31.6,75,1008.48,260,10
4/22/2021,43,0.583768116,14.59130435,21,32.4,74,1008.48,210,9
4/23/2021,40,0.471884058,12.81884058,22,33,69,1008.48,260,8
4/24/2021,44,0.465217391,11.57681159,22,32,75,1008.48,240,8
4/25/2021,41,0.434637681,10.10144928,22,31.6,74,1008.48,240,8
4/26/2021,48,0.673768116,20.42608696,24,30.6,76,1008.48,120,8
4/27/2021,45,0.752608696,20.53043478,21,29.8,87,1008.48,160,9
4/28/2021,58,0.763333333,21.33623188,28,30.2,80,1008.48,200,6
4/29/2021,37,0.500869565,15.77536232,17,29.9,82,1008.48,340,7
4/30/2021,43,0.458405797,18.43043478,20,29.3,82,1008.48,140,6
5/1/2021,32,0.354782609,13.93391304,16,29.1,84,1006.9,250,5
5/2/2021,47,0.480869565,16.7773913,27,31.1,77,1006.9,240,8
5/3/2021,48,0.576376812,24.42231884,23,30.2,78,1006.9,240,9
5/4/2021,50,0.537681159,21.37507246,27,31.5,73,1006.9,120,8
5/5/2021,53,0.598405797,22.51173913,29,32,72,1006.9,20,8
5/6/2021,43,0.545507246,21.58536232,21,29.7,83,1006.9,120,8
5/7/2021,39,0.570289855,20.89391304,18,29.1,78,1006.9,220,11
5/8/2021,47,0.466086957,19.9957971,24,31.2,75,1006.9,200,7
5/9/2021,40,0.50173913,19.72884058,21,30.8,73,1006.9,240,8
5/10/2021,35,0.36057971,10.42971015,18,31.5,72,1006.9,250,9
5/11/2021,33,0.327971014,10.03289855,15,31.6,70,1006.9,240,9
5/12/2021,27,0.283913043,8.040869565,12,32,73,1006.9,250,9
5/13/2021,24,0.345217391,7.04884058,10,33.5,66,1006.9,260,8
5/14/2021,24,0.326956522,8.395362319,11,33.5,67,1006.9,270,7
5/15/2021,27,0.325151515,7.344545455,13,33.4,72,1006.9,280,7
5/16/2021,22,0.362753623,3.912173913,10,33.2,72,1006.9,260,6
5/17/2021,26,0.433913043,8.96,13,32.6,67,1006.9,280,9
5/18/2021,24,0.374637681,7.59057971,10,32.9,68,1006.9,120,9
5/19/2021,43,0.629275362,14.32449275,15,32.2,78,1006.9,320,10
5/20/2021,37,0.629130435,14.47246377,13,31,80,1006.9,270,10
5/21/2021,51,0.443623188,12.98942029,12,32.9,69,1006.9,210,6
5/22/2021,82,0.390289855,10.30782609,16,32.3,70,1006.9,210,8
5/23/2021,28,0.34,7.730434783,10,32.4,64,1006.9,340,8
5/24/2021,58,0.351527778,8.997222222,13,32.5,68,1006.9,10,7
5/25/2021,34,0.418115942,10.71608696,12,32.2,70,1006.9,240,9
5/26/2021,34,0.396956522,10.43768116,15,32.1,68,1006.9,240,8
5/27/2021,37,0.463636364,11.92909091,17,32,70,1006.9,240,9
5/28/2021,32,0.481014493,10.28521739,13,30,82,1006.9,270,8
5/29/2021,26,0.474347826,7.287971014,10,31.1,82,1006.9,210,11
5/30/2021,22,0.367971014,5.245072464,7,30.5,76,1006.9,260,8
5/31/2021,33,0.468405797,7.577536232,11,,69,1006.9,,
6/1/2021,30,0.501449275,9.179710145,12,31.8,67,1006.74,190,9
6/2/2021,33,0.555098039,10.55942029,13,32.7,65,1006.74,270,9
6/3/2021,27,0.6,7.953623188,11,33.8,67,1006.74,260,7
6/4/2021,32,0.6,11.43913043,13,33.6,68,1006.74,210,8
6/5/2021,33,0.5,9.85942029,13,33.5,74,1006.74,350,9
6/6/2021,28,0.4,9.888405797,11,33,66,1006.74,220,10
6/7/2021,26,0.4,12.14637681,10,31.8,62,1006.74,290,10
6/8/2021,28,0.4,14.73188406,10,31.6,68,1006.74,240,8
6/9/2021,26,0.4,12.45362319,8,30.6,76,1006.74,260,7
6/10/2021,27,0.4,13.06376812,10,30.3,74,1006.74,260,8
6/11/2021,32,0.5,15.87222222,13,29.9,74,1006.74,350,10
6/12/2021,40,0.55,17.45714286,17,31.5,71,1006.74,290,9
6/13/2021,39,0.5,12.52463768,16,30.2,81,1006.74,210,9
6/14/2021,31,0.45,11.6884058,11,29.8,77,1006.74,240,8
6/15/2021,28,0.45,12.34347826,12,29.6,74,1006.74,280,8
6/16/2021,26,0.45,10.25507246,9,29.9,77,1006.74,260,8
6/17/2021,32,0.55,14.82753623,13,30.6,70,1006.74,270,7
6/18/2021,33,0.65,13.63611111,12,30.9,70,1006.74,270,8
6/19/2021,30,0.5,10.3115942,11,32.9,69,1006.74,350,10
6/20/2021,36,0.5,9.676811594,13,32.2,70,1006.74,240,11
6/21/2021,52,0.55,12.42608696,19,31.2,71,1006.74,350,8
6/22/2021,63,0.5,11.39275362,24,32,68,1006.74,350,7
6/23/2021,42,0.5,11.7826087,18,31.1,70,1006.74,210,9
6/24/2021,33,0.4,12.28405797,11,31.3,69,1006.74,340,8
6/25/2021,40,0.45,11.72898551,17,31.4,68,1006.74,120,7
6/26/2021,32,0.45,7.831884058,12,31.6,74,1006.74,210,7
6/27/2021,26,0.35,4.91884058,9,32.1,69,1006.74,320,15
6/28/2021,38,0.95,17.96956522,14,29.7,79,1006.74,210,16
6/29/2021,46,0.95,17.75507246,18,31,78,1006.74,210,10
6/30/2021,35,0.55,13.87101449,13,,70,1006.74,,
7/1/2021,30,0.54,10.61289855,11,31.8,67,1006.06,210,8
7/2/2021,38,0.715,17.25695652,13,31,77,1006.06,240,7
7/3/2021,33,0.595,13.15434783,10,32.5,68,1006.06,240,6
7/4/2021,29,0.535,9.971594203,9,33.5,62,1006.06,210,7
7/5/2021,31,0.615,13.30818182,10,33.1,62,1006.06,210,8
7/6/2021,32,0.49,10.70637681,25,31.9,69,1006.06,260,8
7/7/2021,32,0.525,12.29768116,10,30.7,70,1006.06,120,9
7/8/2021,30,0.47,12.03115942,10,31.1,73,1006.06,230,8
7/9/2021,35,0.7,16.23826087,12,29.4,81,1006.06,220,7
7/10/2021,33,0.53,12.81304348,12,28.8,87,1006.06,210,5
7/11/2021,27,0.455,8.257246377,8,28.2,89,1006.06,30,6
7/12/2021,28,0.67,11.05768116,9,30.4,77,1006.06,210,7
7/13/2021,39,0.795,17.27888889,15,31.3,79,1006.06,30,5
7/14/2021,53,0.82,23.75666667,22,30,83,1006.06,260,8
7/15/2021,37,0.64,13.26101449,13,29.8,81,1006.06,240,8
7/16/2021,37,0.68,14.82536232,13,29.6,80,1006.06,160,7
7/17/2021,33,0.555,12.53028986,12,30.8,79,1006.06,220,7
7/18/2021,29,0.53,8.651304348,9,29.7,78,1006.06,240,7
7/19/2021,25,0.455,8.76826087,7,29.8,71,1006.06,270,10
7/20/2021,26,0.48,8.805797101,8,29.1,76,1006.06,280,8
7/21/2021,30,0.445,6.827391304,7,30.8,70,1006.06,120,8
7/22/2021,41,0.49,7.02942029,13,29.8,73,1006.06,130,4
7/23/2021,36,0.505,11.31347826,11,30.2,78,1006.06,240,8
7/24/2021,42,0.495,9.85173913,13,30.4,81,1006.06,250,8
7/25/2021,23,0.43,8.291449275,10,28.7,84,1006.06,260,6
7/26/2021,35,0.61,11.8157971,13,30,77,1006.06,230,5
7/27/2021,29,0.645,8.85173913,9,31.1,73,1006.06,150,7
7/28/2021,28,0.485,8.648985507,7,30.5,83,1006.06,250,9
7/29/2021,34,0.58,11.13202899,10,30.1,80,1006.06,240,8
7/30/2021,37,0.605,14.91028986,13,30.8,79,1006.06,280,7
7/31/2021,41,0.575,14.35144928,16,,80,1006.06,,
8/1/2021,33,0.605,11.42710145,12,31.3,73,1007.12,120,6
8/2/2021,36,0.595,11.57072464,12,31.2,73,1007.12,280,6
8/3/2021,33,0.42,12.38144928,11,30.4,72,1007.12,290,7
8/4/2021,34,0.47,12.05202899,11,30.7,76,1007.12,280,5
8/5/2021,36,0.49,10.76405797,12,31.1,76,1007.12,260,7
8/6/2021,33,0.475,11.20188406,11,31.3,73,1007.12,240,8
8/7/2021,31,0.435,8.458333333,10,31.7,74,1007.12,240,8
8/8/2021,39,0.58,7.596521739,13,31.1,74,1007.12,120,7
8/9/2021,37,0.6,8.901594203,13,32.8,70,1007.12,290,5
8/10/2021,35,0.525,7.756376812,12,32.4,72,1007.12,150,7
8/11/2021,30,0.445,7.29826087,9,31.8,74,1007.12,240,8
8/12/2021,27,0.505,6.479565217,7,30.5,83,1007.12,240,10
8/13/2021,27,0.535,9.190434783,8,31.1,80,1007.12,120,9
8/14/2021,33,0.53,10.54202899,10,29,83,1007.12,260,8
8/15/2021,27,18.135,5.959710145,8,29.3,81,1007.12,250,9
8/16/2021,27,0.445,8.76173913,7,30.5,74,1007.12,280,7
8/17/2021,43,0.88,25.70304348,16,30.6,73,1007.12,260,8
8/18/2021,37,0.805,16.77130435,13,31.5,72,1007.12,260,8
8/19/2021,36,0.675,16.26101449,13,31.5,67,1007.12,180,9
8/20/2021,42,0.705,23.00565217,16,31.5,76,1007.12,180,10
8/21/2021,37,0.63,15.61768116,13,30.6,75,1007.12,150,7
8/22/2021,34,0.555,9.456956522,12,30.9,76,1007.12,280,8
8/23/2021,31,0.585,10.93072464,11,31.5,73,1007.12,340,7
8/24/2021,29,0.505,10.8715942,9,31.5,74,1007.12,270,9
8/25/2021,34,0.67,13.93536232,12,30.8,78,1007.12,290,7
8/26/2021,30,0.55,12.43130435,9,29.1,88,1007.12,260,7
8/27/2021,37,0.815,16.48289855,12,29.2,95,1007.12,160,8
8/28/2021,31,0.595,13.36318841,10,27.1,92,1007.12,260,8
8/29/2021,23,0.595,8.890869565,8,28.3,82,1007.12,240,8
8/30/2021,41,0.89,21.39391304,13,30.5,76,1007.12,240,7
8/31/2021,41,0.73,19.46391304,16,,81,1007.12,,
9/1/2021,48,0.95,24.26222222,21,29,88,1007.24,350,7
9/2/2021,39,0.83,14.87449275,15,28.9,85,1007.24,250,6
9/3/2021,30,0.525,11.34782609,10,28.9,78,1007.24,260,7
9/4/2021,32,0.615,12.95884058,10,30.4,76,1007.24,240,9
9/5/2021,34,0.57,14.11060606,12,27.8,86,1007.24,230,9
9/6/2021,43,0.945,17.64376812,16,30.1,77,1007.24,120,9
9/7/2021,45,0.81,16.85289855,17,29.6,89,1007.24,120,8
9/8/2021,39,0.87,18.28869565,13,28.6,90,1007.24,240,10
9/9/2021,38,0.735,16.20391304,12,28.1,88,1007.24,250,8
9/10/2021,33,0.675,13.65318841,10,29.4,85,1007.24,260,7
9/11/2021,38,0.595,14.42797101,12,29.3,82,1007.24,340,9
9/12/2021,32,0.62,9.814927536,11,30.6,74,1007.24,240,8
9/13/2021,39,0.71,12.24376812,12,30.8,71,1007.24,170,8
9/14/2021,41,0.69,16.13130435,15,30.3,76,1007.24,350,9
9/15/2021,34,0.605,13.84710145,12,29.8,84,1007.24,120,7
9/16/2021,29,0.675,12.05115942,9,29.2,85,1007.24,250,7
9/17/2021,34,0.705,11.9215942,11,30.4,72,1007.24,270,6
9/18/2021,47,0.855,14.71043478,17,31.9,70,1007.24,250,7
9/19/2021,42,0.705,17.48028986,13,30,85,1007.24,230,10
9/20/2021,43,0.665,17.43463768,15,29.6,89,1007.24,240,8
9/21/2021,33,0.61,13.63855072,11,28.9,84,1007.24,240,8
9/22/2021,27,0.58,13.88985507,8,29.2,87,1007.24,260,8
9/23/2021,41,0.77,18.50927536,13,29.3,82,1007.24,260,7
9/24/2021,41,0.705,15.32521739,11,29.6,81,1007.24,350,8
9/25/2021,43,0.515,13.69811594,12,27.6,90,1007.24,280,9
9/26/2021,30,0.485,11.28111111,8,27.6,89,1007.24,190,7
9/27/2021,43,0.975,19.18768116,13,29.9,80,1007.24,130,7
9/28/2021,55,0.98,27.37884058,18,29.8,77,1007.24,210,8
9/29/2021,79,1.18,38.39130435,31,30.9,76,1007.24,120,8
9/30/2021,52,0.735,24.95666667,21,,78,1007.24,,
10/1/2021,36,0.525,14.44782609,12,30.9,77,1008.2,230,8
10/2/2021,37,0.565,17.22681159,11,30,84,1008.2,270,7
10/3/2021,54,0.89,22.98144928,22,30.6,84,1008.2,350,8
10/4/2021,51,1.04,31.18695652,19,29.7,82,1008.2,160,9
10/5/2021,65,1.03,28.1184058,25,30,84,1008.2,240,8
10/6/2021,41,0.91,26.54391304,16,28.6,84,1008.2,120,9
10/7/2021,55,0.98,34.07347826,20,29.8,80,1008.2,210,7
10/8/2021,66,0.98,35.76463768,32,30.5,76,1008.2,240,7
10/9/2021,36,0.575,16.9573913,12,29.4,79,1008.2,270,7
10/10/2021,33,0.58,13.65246377,14,30.3,77,1008.2,250,8
10/11/2021,31,0.495,13.53536232,10,30.4,82,1008.2,310,7
10/12/2021,42,0.5,13.65072464,10,30.5,80,1008.2,250,8
10/13/2021,29,0.515,12.75318841,8,30.4,77,1008.2,260,8
10/14/2021,30,0.785,18.09536232,10,30.6,78,1008.2,250,8
10/15/2021,38,0.82,19.26275362,14,28.6,85,1008.2,260,7
10/16/2021,43,0.69,12.60144928,15,30,78,1008.2,250,9
10/17/2021,30,0.81,20.65985507,11,26.1,97,1008.2,130,7
10/18/2021,44,1.055,28.47971014,14,25.5,88,1008.2,70,5
10/19/2021,61,1.18,33.37246377,21,28.1,87,1008.2,350,5
10/20/2021,63,1.11,34.21014493,25,29.7,80,1008.2,230,9
10/21/2021,62,0.935,34.40666667,29,30,83,1008.2,280,9
10/22/2021,52,0.84,28.48060606,20,30.2,82,1008.2,250,8
10/23/2021,51,0.765,16.46710145,16,29.7,81,1008.2,110,8
10/24/2021,41,0.75,19.07898551,14,29.7,76,1008.2,280,7
10/25/2021,44,0.955,25.81623188,16,29.7,71,1008.2,140,7
10/26/2021,52,0.9,28.33826087,23,30.7,66,1008.2,130,6
10/27/2021,56,0.84,30.57855072,25,30,66,1008.2,350,8
10/28/2021,62,0.99,30.87333333,29,29,76,1008.2,120,6
10/29/2021,48,0.905,25.25362319,21,29.6,77,1008.2,250,7
10/30/2021,63,0.94,29.43492754,28,30,83,1008.2,240,7
10/31/2021,46,0.915,22.65898551,16,,85,1008.2,,
11/1/2021,52,1.105,27.81057971,18,29.9,83,1009.79,200,7
11/2/2021,59,1.17,27.93376812,22,29.5,87,1009.79,260,6
11/3/2021,55,1.12,28.78014493,22,30.3,79,1009.79,240,6
11/4/2021,57,1.195,29.28072464,22,30.2,78,1009.79,240,7
11/5/2021,56,1.03,31.68927536,43,31.1,73,1009.79,240,6
11/6/2021,66,1.01,35.31028986,29,29.6,86,1009.79,350,6
11/7/2021,56,1.08,24.37913043,23,30.8,82,1009.79,150,12
11/8/2021,58,1.21,22.81376812,22,29,83,1009.79,190,7
11/9/2021,47,0.975,20.93855072,17,29.2,76,1009.79,130,7
11/10/2021,56,1.05,31.61956522,22,29.9,72,1009.79,110,5
11/11/2021,65,1.06,36.25550725,26,29.5,69,1009.79,120,6
11/12/2021,63,1.04,30.86246377,27,29.2,71,1009.79,240,7
11/13/2021,60,1.06,31.30695652,26,29.3,72,1009.79,260,7
11/14/2021,61,0.985,26.33202899,30,27.8,72,1009.79,260,7
11/15/2021,61,1.165,29.85444444,30,30.1,69,1009.79,230,7
11/16/2021,59,1.045,22.50507246,19,30.1,73,1009.79,170,8
11/17/2021,42,1.06,21.44217391,15,30.9,67,1009.79,120,7
11/18/2021,44,1.05,21.2484058,18,30.4,67,1009.79,240,7
11/19/2021,48,1.13,24.35652174,20,30.1,67,1009.79,230,7
11/20/2021,61,0.985,31.90507246,26,30.6,75,1009.79,250,6
11/21/2021,57,0.925,29.35782609,25,30.7,75,1009.79,250,6
11/22/2021,58,1.185,28.68362319,25,31.8,70,1009.79,130,7
11/23/2021,40,0.87,16.77884058,17,30,74,1009.79,180,8
11/24/2021,46,1.12,27.94289855,18,28,73,1009.79,260,6
11/25/2021,62,1.235,40.21913043,26,29.2,69,1009.79,280,7
11/26/2021,62,1.215,38.28565217,29,28.9,66,1009.79,240,8
11/27/2021,55,1.035,30.84971014,27,27.9,65,1009.79,240,6
11/28/2021,61,0.935,32.52347826,31,27.4,59,1009.79,280,6
11/29/2021,56,0.975,31.72202899,28,29.1,59,1009.79,90,7
11/30/2021,46,1.02,33.79782609,30,,61,1009.79,,
12/1/2021,64,1.055,28.48318841,34,27.4,59,1012.61,120,7
12/2/2021,64,39.265,31.05652174,33,27.1,61,1012.61,180,8
12/3/2021,71,1.2,43.03536232,33,26.7,61,1012.61,10,6
12/4/2021,69,1.035,39.9215942,34,26.3,57,1012.61,210,6
12/5/2021,71,0.895,36.16043478,36,24,54,1012.61,260,7
12/6/2021,70,1.055,36.58869565,37,26,56,1012.61,130,8
12/7/2021,82,1.215,49.35623188,44,25.5,55,1012.61,210,6
12/8/2021,59,1.22,48.87086957,43,25.9,55,1012.61,120,6
12/9/2021,74,1.2,43.32376812,33,28.4,60,1012.61,50,8
12/10/2021,72,1.285,41.35722222,32,28.4,68,1012.61,350,6
12/11/2021,66,1.21,36.70623188,30,29.2,64,1012.61,130,7
12/12/2021,54,1.015,31.4242029,26,29.2,52,1012.61,170,7
12/13/2021,54,0.985,26.46637681,26,28.8,56,1012.61,120,12
12/14/2021,84,1.45,47.27014493,41,27.8,61,1012.61,360,5
12/15/2021,98,1.525,49.29318841,44,28.6,65,1012.61,350,6
12/16/2021,83,1.3,44.27826087,46,29.9,61,1012.61,120,7
12/17/2021,71,1.15,36.32724638,39,30.2,59,1012.61,120,7
12/18/2021,57,0.765,23.69521739,26,30,56,1012.61,130,7
12/19/2021,54,0.915,28.35246377,27,27.1,58,1012.61,130,7
12/20/2021,82,1.185,42.17695652,43,26.9,58,1012.61,350,7
12/21/2021,101,1.21,51.57072464,58,27.7,58,1012.61,350,5
12/22/2021,109,1.385,57.77637681,63,28.3,63,1012.61,100,6
12/23/2021,103,1.435,52.30101449,60,29.1,62,1012.61,250,7
12/24/2021,87,1.175,30.6473913,47,29.5,70,1012.61,250,6
12/25/2021,51,0.865,21.75405797,25,29.6,71,1012.61,180,7
12/26/2021,49,0.855,23.32826087,21,29.1,73,1012.61,180,6
12/27/2021,65,1.25,38.73166667,30,29.7,68,1012.61,360,6
12/28/2021,44,1.105,36.845,16,29.7,62,1012.61,120,7
12/29/2021,43,1.1,36.84,18,30.2,60,1012.61,130,8
12/30/2021,46,1.135,33.85,21,29.6,62,1012.61,180,6
12/31/2021,44,0.93,29.06,21,28.9,63,1012.61,130,8
1/1/2022,40,0.74,19.68,20,27.7,60,1011,180,7
1/2/2022,42,0.87,27.295,22,27.5,63,1011,160,8
1/3/2022,50,1.06,36.245,25,28.4,61,1011,120,6
1/4/2022,67,1.455,49.32,33,29.7,64,1011,130,7
1/5/2022,77,1.38,54.81,39,29.7,63,1011,250,4
1/6/2022,74,1.405,56.18,39,29.8,58,1011,40,8
1/7/2022,81,1.535,55.915,42,30.1,60,1011,170,6
1/8/2022,67,1.155,46.66,34,30.8,55,1011,120,7
1/9/2022,74,1.325,45.465,40,30.2,57,1011,180,6
1/10/2022,76,1.325,50.64,41,30.4,56,1011,350,8
