date,pm10,co,no2,pm25,avgT,humid,pressure-monthly,windDir,windSpd
1/11/2022,65,1.13,45.2,34,30.6,59,1011,160,4
1/12/2022,66,1.19,38.96,33,30.4,65,1011,220,7
1/13/2022,61,0.975,31.01,29,30.6,65,1011,220,8
1/14/2022,57,0.995,31.23,28,29.9,66,1011,120,7
1/15/2022,60,0.99,30.775,31,29.8,65,1011,250,8
1/16/2022,62,1.015,33.07,32,29.7,63,1011,280,6
1/17/2022,80,1.45,51.855,43,29.7,65,1011,130,7
1/18/2022,73,1.22,41.805,41,29.9,54,1011,240,7
1/19/2022,57,1.165,38.445,27,29,59,1011,120,9
1/20/2022,62,0.985,29.87,32,29.9,60,1011,130,8
1/21/2022,36,0.54,16.545,15,29.1,73,1011,240,8
1/22/2022,36,0.635,17.73,14,28.6,81,1011,270,7
1/23/2022,40,0.68,21.54,16,29.8,71,1011,240,6
1/24/2022,50,0.825,28.265,24,29.7,71,1011,130,5
1/25/2022,56,0.805,32.865,26,30,70,1011,220,7
1/26/2022,51,0.58,24.345,27,30.3,73,1011,130,8
1/27/2022,59,0.81,32.55,28,29.8,79,1011,230,5
1/28/2022,59,0.735,21.165,27,30.1,75,1011,230,6
1/29/2022,50,0.495,17.53,23,30.7,75,1011,260,6
1/30/2022,43,0.55,17.57,21,30.9,64,1011,210,5
1/31/2022,41,0.56,14.97,17,29.9,75,1011,270,5
2/1/2022,39,0.355,11.08,16,30.3,74,1009.91,180,6
2/2/2022,40,0.445,15.935,14,30.6,73,1009.91,220,6
2/3/2022,50,0.6,18.525,20,30.5,75,1009.91,210,7
2/4/2022,51,0.84,29.55,21,30.8,78,1009.91,280,10
2/5/2022,71,1.13,38.31,33,28.4,74,1009.91,40,8
2/6/2022,84,1.43,40.95,46,29.6,64,1009.91,120,7
2/7/2022,98,1.835,45.33,83,30.2,65,1009.91,260,5
2/8/2022,87,1.115,42.7,60,31.2,67,1009.91,210,4
2/9/2022,50,0.3,14.985,27,31.1,75,1009.91,250,7
2/10/2022,41,0.7,11.4,21,30.1,75,1009.91,260,8
2/11/2022,49,0.695,28.345,24,30.6,76,1009.91,130,8
2/12/2022,67,0.885,28.755,30,29.7,78,1009.91,250,7
2/13/2022,55,0.72,19.955,28,30.5,76,1009.91,240,7
2/14/2022,50,0.855,21.77,20,29.3,84,1009.91,230,7
2/15/2022,56,1.085,28.905,28,27.9,81,1009.91,170,7
2/16/2022,82,1.12,32.825,43,27.4,83,1009.91,140,6
2/17/2022,79,1,26.07,42,28.6,84,1009.91,250,7
2/18/2022,44,0.675,16.905,16,28.6,82,1009.91,250,7
2/19/2022,32,0.415,9.035,10,29.8,78,1009.91,260,8
2/20/2022,30,0.305,5.375,9,30.6,79,1009.91,250,10
2/21/2022,44,0.74,19.235,17,30.5,77,1009.91,250,13
2/22/2022,57,1.035,34.465,29,27,76,1009.91,120,15
2/23/2022,72,1.14,48.74,39,29,65,1009.91,140,6
2/24/2022,97,1.08,48.76,35,28.4,55,1009.91,180,7
2/25/2022,79,1.065,49.83,43,28.4,54,1009.91,360,7
2/26/2022,83,1.13,58.22,45,29.3,53,1009.91,110,11
2/27/2022,84,1.16,48.975,51,29.3,54,1009.91,120,15
2/28/2022,94,1.44,82.315,56,30.2,60,1009.91,180,10
3/1/2022,59,0.73,25.57,33,31.5,72,1007.97,280,7
3/2/2022,50,0.64,22.88,22,31.3,77,1007.97,240,6
3/3/2022,47,0.64,22.76,19,30.9,77,1007.97,250,6
3/4/2022,47,0.655,20.97,22,31.5,76,1007.97,240,7
3/5/2022,54,0.675,17.345,24,31.6,79,1007.97,300,11
3/6/2022,46,0.58,13.385,21,31.5,76,1007.97,270,14
3/7/2022,46,0.575,17.28,18,31.6,76,1007.97,150,15
3/8/2022,64,1.035,36.89,30,29.1,78,1007.97,260,9
3/9/2022,94,1.285,47.19,54,31.3,72,1007.97,230,10
3/10/2022,51,0.675,22.325,27,31.8,73,1007.97,270,7
3/11/2022,49,0.665,21.235,22,32.2,73,1007.97,240,8
3/12/2022,47,0.705,20.89,25,32.5,73,1007.97,250,8
3/13/2022,55,0.68,16.21,26,32.6,77,1007.97,250,10
3/14/2022,53,0.65,16.78,24,32.3,73,1007.97,230,13
3/15/2022,40,0.57,16.4,15,32.2,75,1007.97,250,11
3/16/2022,37,0.535,14.295,13,32.4,73,1007.97,250,13
3/17/2022,39,0.555,15.7,15,31.9,73,1007.97,290,13
3/18/2022,49,0.72,22.13,23,32.4,73,1007.97,250,9
3/19/2022,51,0.78,28.82,25,31.5,67,1007.97,250,7
3/20/2022,50,0.86,26.17,20,29.2,89,1007.97,190,9
3/21/2022,37,0.735,18.9,12,29.4,84,1007.97,190,13
3/22/2022,39,0.745,21.875,12,30.6,82,1007.97,250,12
3/23/2022,52,0.87,24.785,19,31,80,1007.97,210,9
3/24/2022,37,0.595,16.015,15,30.9,77,1007.97,250,7
3/25/2022,36,0.59,13.875,14,30.7,80,1007.97,250,6
3/26/2022,35,0.54,8.265,12,32,76,1007.97,250,9
3/27/2022,34,0.515,8.81,12,32.9,74,1007.97,270,11
3/28/2022,41,0.69,14.195,17,32.5,75,1007.97,230,13
3/29/2022,37,0.625,16.135,14,31.7,73,1007.97,260,11
3/30/2022,42,0.695,22.695,17,30.3,73,1007.97,240,6
3/31/2022,59,0.93,32.105,25,32.7,68,1007.97,110,7
4/1/2022,53,0.875,33.945,24,32.6,65,1008,180,15
4/2/2022,30,0.82,25.615,11,28.2,64,1008,140,14
4/3/2022,33,0.915,36.86,13,24.6,74,1008,100,10
4/4/2022,56,1.12,56.395,27,28.4,60,1008,120,7
4/5/2022,67,1.165,65.52,34,30.4,57,1008,10,5
4/6/2022,72,0.96,49.5,40,32.4,58,1008,140,6
4/7/2022,73,0.9,48.165,40,31.9,57,1008,140,12
4/8/2022,92,1,54.315,56,31.6,48,1008,140,12
4/9/2022,116,1.055,64.375,73,31.4,53,1008,10,8
4/10/2022,99,0.76,21.21,62,32.3,59,1008,250,7
4/11/2022,75,0.7,15.44,42,32.2,75,1008,250,8
4/12/2022,71,0.73,14.885,43,32.5,75,1008,240,8
4/13/2022,59,0.61,14.18,34,33.4,68,1008,350,7
4/14/2022,59,0.535,16.415,29,34.1,64,1008,250,8
4/15/2022,60,0.5,12.09,31,33.7,65,1008,260,10
4/16/2022,61,42.2,13.095,29,33.7,64,1008,270,11
4/17/2022,46,0.595,15,26,33.1,71,1008,200,12
4/18/2022,53,0.855,29.795,28,31.2,80,1008,130,8
4/19/2022,58,1.04,56.01,27,29.2,78,1008,130,6
4/20/2022,85,1.07,56.345,43,31.3,73,1008,310,10
4/21/2022,50,0.69,26.58,26,32,75,1008,190,11
4/22/2022,41,0.655,25.045,18,32.1,74,1008,240,8
4/23/2022,31,0.425,15.46,11,32.4,72,1008,270,8
4/24/2022,33,0.435,14.935,14,32.7,73,1008,230,8
4/25/2022,32,0.445,15.955,12,33,73,1008,280,13
4/26/2022,32,0.535,23.705,12,33,76,1008,350,14
4/27/2022,44,0.605,34.915,19,34.3,69,1008,10,11
4/28/2022,36,0.445,19.385,17,33.8,74,1008,170,15
4/29/2022,43,0.905,59.81,16,30.9,73,1008,360,9
4/30/2022,67,0.845,43.715,33,,74,1008,,
5/1/2022,44,0.83,39.035,21,30.8,82,1006,100,12
5/2/2022,33,0.775,27.3,15,29,80,1006,30,14
5/3/2022,36,0.905,42.24,13,26.3,72,1006,40,7
5/4/2022,54,1.125,61.53,20,26.7,74,1006,10,7
5/5/2022,49,1.03,37.71,20,30.2,67,1006,110,6
5/6/2022,62,1.035,49.695,29,31.7,78,1006,220,13
5/7/2022,55,1.095,45.64,20,30.3,83,1006,250,12
5/8/2022,51,1.06,52.425,20,30.3,84,1006,150,15
5/9/2022,50,0.915,48.305,19,31.1,82,1006,250,11
5/10/2022,31,0.665,34.14,11,30,82,1006,250,9
5/11/2022,32,0.58,31.145,9,31,81,1006,250,7
5/12/2022,40,0.65,47.86,15,31.7,76,1006,250,7
5/13/2022,41,0.58,41.745,16,32.3,71,1006,260,7
5/14/2022,45,0.58,38.91,21,32.3,72,1006,240,7
5/15/2022,48,0.595,25.14,19,33.1,76,1006,240,6
5/16/2022,36,0.675,37.705,13,32.2,78,1006,330,8
5/17/2022,23,0.945,53.355,16,31.3,85,1006,240,7
5/18/2022,29,1.07,60.085,16,28.6,88,1006,310,7
5/19/2022,35,0.725,36,12,30.3,79,1006,250,13
5/20/2022,26,0.44,30.255,7,31.2,74,1006,250,17
5/21/2022,26,0.42,28.74,8,30.6,79,1006,280,14
5/22/2022,28,0.505,24.835,11,28.3,85,1006,270,7
5/23/2022,33,0.525,31.505,12,30.8,75,1006,350,11
5/24/2022,35,0.49,28.135,13,30.9,73,1006,360,9
5/25/2022,38,0.595,37.055,14,31.1,72,1006,350,12
5/26/2022,43,0.59,44.965,14,31.4,72,1006,350,15
5/27/2022,49,0.64,45.345,18,31.6,72,1006,350,16
5/28/2022,49,0.585,29.965,18,32.5,79,1006,360,11
5/29/2022,59,0.54,29.39,25,30.4,74,1006,350,10
5/30/2022,47,0.55,29.975,19,31.3,72,1006,350,8
5/31/2022,50,0.72,39.17,20,32,74,1006,350,13
6/1/2022,53,0.635,32.38,22,32.2,74,1006.22,240,11
6/2/2022,42,0.535,27.62,16,32.3,71,1006.22,190,12
6/3/2022,28,0.5,26.065,10,30.4,82,1006.22,220,12
6/4/2022,29,0.525,25.525,9,29.5,83,1006.22,260,12
6/5/2022,31,0.51,32.965,11,31.6,75,1006.22,260,10
6/6/2022,30,0.635,43.385,10,31,83,1006.22,10,22
6/7/2022,39,0.73,51.715,13,30.2,77,1006.22,350,14
6/8/2022,36,0.665,55.17,13,30.4,74,1006.22,280,20
6/9/2022,31,0.76,41.41,11,31.2,76,1006.22,240,7
6/10/2022,42,0.735,67.525,15,32.3,70,1006.22,240,7
6/11/2022,41,0.545,52.5,14,31.8,70,1006.22,360,19
6/12/2022,40,0.425,33.65,14,32.5,69,1006.22,280,12
6/13/2022,47,0.61,41.49,17,31.4,75,1006.22,120,10
6/14/2022,46,0.655,40.12,16,31.6,78,1006.22,250,10
6/15/2022,36,0.495,25.46,13,31.6,77,1006.22,240,8
6/16/2022,39,0.715,42.1,15,30.9,85,1006.22,160,7
6/17/2022,39,0.555,47.32,15,31.3,75,1006.22,200,11
6/18/2022,39,0.675,56.405,13,31.7,71,1006.22,350,13
6/19/2022,31,0.565,42.42,10,32.6,66,1006.22,300,19
6/20/2022,32,0.615,50.255,10,31.4,75,1006.22,340,21
6/21/2022,36,0.605,52.48,13,30.3,78,1006.22,350,13
6/22/2022,42,0.655,48.275,14,30,76,1006.22,340,6
6/23/2022,40,0.63,61.085,13,31.6,75,1006.22,340,13
6/24/2022,40,0.715,53.42,13,31,78,1006.22,300,12
6/25/2022,37,0.565,32.045,13,30,80,1006.22,250,11
6/26/2022,25,0.385,22.275,8,31.6,74,1006.22,320,12
6/27/2022,41,0.71,54,13,29.8,81,1006.22,230,8
6/28/2022,46,0.94,66.5,15,31.4,80,1006.22,340,8
6/29/2022,49,0.86,41,16,31.4,77,1006.22,330,22
6/30/2022,40,0.625,55,14,31.7,74,1006.22,20,15
7/1/2022,35,0.58,15,12,31.4,76,1005.08,350,16
7/2/2022,36,0.59,11.5,11,30,81,1005.08,250,13
7/3/2022,32,0.5,10.5,12,30.4,79,1005.08,200,13
7/4/2022,26,19.67,10,8,30.9,74,1005.08,250,11
7/5/2022,32,0.505,10,10,30.6,81,1005.08,270,11
7/6/2022,35,0.63,17.5,13,31,75,1005.08,360,12
7/7/2022,34,0.585,15,13,30.8,75,1005.08,290,11
7/8/2022,35,0.555,11.5,12,31.1,74,1005.08,250,14
7/9/2022,38,0.725,10.5,14,29.9,89,1005.08,350,14
7/10/2022,32,0.54,9.5,10,29.9,77,1005.08,360,11
7/11/2022,36,0.62,12,12,30.1,74,1005.08,350,19
7/12/2022,39,0.58,13.5,14,29.8,78,1005.08,350,19
7/13/2022,38,0.59,13,14,27.8,87,1005.08,340,19
7/14/2022,42,0.685,13.5,14,29.8,79,1005.08,340,15
7/15/2022,49,0.73,15,19,29.8,82,1005.08,260,8
7/16/2022,41,0.59,13.5,15,30.8,79,1005.08,300,13
7/17/2022,35,0.535,11.5,12,30.2,81,1005.08,340,15
7/18/2022,39,0.745,16,13,31.5,76,1005.08,350,14
7/19/2022,41,0.7,17.5,13,31.3,72,1005.08,350,15
7/20/2022,36,0.66,16.5,12,31.2,76,1005.08,360,19
7/21/2022,31,0.625,16.5,11,26.4,92,1005.08,260,10
7/22/2022,36,0.71,13.5,11,29.9,78,1005.08,260,13
7/23/2022,36,0.655,14.5,11,29.6,84,1005.08,270,11
7/24/2022,48,0.805,21,15,30.6,83,1005.08,120,12
7/25/2022,43,0.86,26,14,30.7,75,1005.08,160,11
7/26/2022,36,0.64,23,13,31,75,1005.08,330,12
7/27/2022,33,0.655,20.5,10,31.7,76,1005.08,190,12
7/28/2022,33,0.64,20,11,29.7,84,1005.08,280,11
7/29/2022,26,0.625,13.5,8,31.8,77,1005.08,240,11
7/30/2022,29,0.605,15.5,10,31.8,77,1005.08,200,11
7/31/2022,31,0.725,16,10,32.3,79,1005.08,210,12
8/1/2022,38,0.97,20.48,11,28.9,93,1005.86,100,11
8/2/2022,29,0.795,17.455,9,27.6,90,1005.86,190,13
8/3/2022,34,0.815,14.305,9,29.9,84,1005.86,270,13
8/4/2022,41,0.99,26.415,14,30.1,75,1005.86,10,15
8/5/2022,38,0.81,19.87,11,30,81,1005.86,300,18
8/6/2022,36,0.66,14.665,12,29.8,77,1005.86,250,12
8/7/2022,24,0.505,14.325,7,29.9,72,1005.86,340,11
8/8/2022,29,0.69,17.74,9,28.6,82,1005.86,10,13
8/9/2022,35,0.83,21.5,12,28.6,87,1005.86,360,11
8/10/2022,33,0.86,17.285,11,30.5,73,1005.86,340,16
8/11/2022,35,0.71,16.715,12,30,80,1005.86,320,24
8/12/2022,34,0.76,14.52,12,29.1,85,1005.86,260,15
8/13/2022,33,0.8,12.85,10,30.5,77,1005.86,310,13
8/14/2022,34,0.765,17.045,12,30.3,74,1005.86,260,10
8/15/2022,32,0.845,16.415,10,31.2,80,1005.86,270,18
8/16/2022,30,0.9,17.085,10,28.8,87,1005.86,10,13
8/17/2022,39,0.805,19.045,13,29.8,80,1005.86,280,14
8/18/2022,32,0.65,18.85,12,31,78,1005.86,350,16
8/19/2022,37,0.665,18.76,13,30,81,1005.86,360,16
8/20/2022,35,0.48,16.48,13,29.8,83,1005.86,10,14
8/21/2022,34,0.525,15.915,12,29.8,84,1005.86,350,15
8/22/2022,31,0.525,17.26,11,29.2,82,1005.86,200,11
8/23/2022,38,0.75,20.415,15,30.6,71,1005.86,250,11
8/24/2022,38,0.92,21.58,13,31.5,74,1005.86,290,14
8/25/2022,34,0.665,21.37,12,29.5,82,1005.86,240,15
8/26/2022,31,0.575,12.975,10,29.6,87,1005.86,210,16
8/27/2022,33,0.76,15.045,11,29.1,82,1005.86,180,12
8/28/2022,34,0.785,24.61,12,29.6,79,1005.86,340,11
8/29/2022,39,0.84,29.065,15,29.5,82,1005.86,70,15
8/30/2022,50,0.925,37.59,20,29.1,80,1005.86,250,8
8/31/2022,39,0.84,28.37,32,30.9,84,1005.86,130,14
9/1/2022,54,1.075,36.08,23,29.6,87,1006.77,200,10
9/2/2022,54,1.1,38.975,25,30,87,1006.77,350,12
9/3/2022,34,0.535,18.285,14,31,80,1006.77,280,16
9/4/2022,25,0.7,16.11,9,29,81,1006.77,10,16
9/5/2022,31,0.69,19.48,10,28.1,88,1006.77,240,14
9/6/2022,34,0.905,18.45,11,29.8,80,1006.77,360,15
9/7/2022,32,1.035,22.24,11,28.6,88,1006.77,360,10
9/8/2022,32,1.2,28.805,13,27.3,95,1006.77,10,13
9/9/2022,41,1.21,29.23,15,29.3,82,1006.77,20,13
9/10/2022,32,0.945,22.52,12,29.7,88,1006.77,20,15
9/11/2022,41,1.22,23.63,14,28.7,81,1006.77,10,13
9/12/2022,41,1.325,34.39,16,28.9,90,1006.77,350,11
9/13/2022,48,1.18,35.585,19,29.8,89,1006.77,250,18
9/14/2022,39,0.915,28.415,15,29.3,88,1006.77,300,13
9/15/2022,35,0.805,21.295,12,29.3,82,1006.77,20,13
9/16/2022,31,0.625,20.345,12,30.3,74,1006.77,250,10
9/17/2022,30,0.635,17.815,11,29.8,78,1006.77,280,13
9/18/2022,33,0.675,17.485,11,29,82,1006.77,340,18
9/19/2022,34,0.84,20.215,11,29,79,1006.77,10,18
9/20/2022,37,0.685,18.63,11,29.4,73,1006.77,340,16
9/21/2022,37,0.9,26.765,14,30,73,1006.77,120,16
9/22/2022,38,0.915,36.86,18,28.1,85,1006.77,190,10
9/23/2022,55,1.37,46.81,24,28,88,1006.77,300,8
9/24/2022,43,1,37.3,19,27.9,92,1006.77,220,10
9/25/2022,38,1.015,30.215,16,27.1,93,1006.77,180,12
9/26/2022,39,1.235,28.16,17,25.6,97,1006.77,190,5
9/27/2022,44,1.17,27.145,18,27.3,92,1006.77,270,14
9/28/2022,34,1,21.7,11,27.9,81,1006.77,290,16
9/29/2022,30,0.87,24.315,13,25.4,96,1006.77,300,9
9/30/2022,28,0.635,17.215,14,28.6,85,1006.77,240,12
10/1/2022,26,0.8,14.8,10,31,77,1009.24,210,12
10/2/2022,37,1.4,31.05,15,29.5,85,1009.24,150,8
10/3/2022,32,1.2,29.5,14,29.5,91,1009.24,140,13
10/4/2022,41,1.25,25.55,15,28.8,89,1009.24,170,9
10/5/2022,60,1.4,33.65,24,29,89,1009.24,0,11
10/6/2022,55,1.35,32.8,22,29.6,88,1009.24,210,15
10/7/2022,40,1.3,27.55,15,29.2,89,1009.24,210,16
10/8/2022,45,1.25,25.9,14,29.2,81,1009.24,60,10
10/9/2022,35,1.1,25.4,11,30.2,83,1009.24,230,11
10/10/2022,35,1.1,26.6,11,28.2,84,1009.24,120,10
10/11/2022,41,1.05,36.5,15,28.1,86,1009.24,210,14
10/12/2022,60,1.2,49.65,25,30.3,81,1009.24,350,11
10/13/2022,56,1.2,44.15,24,29.1,70,1009.24,130,10
10/14/2022,57,1.2,46.25,28,29.8,65,1009.24,90,10
10/15/2022,52,0.95,41.7,29,28,71,1009.24,10,12
10/16/2022,53,0.75,44.8,24,23.9,80,1009.24,60,10
10/17/2022,73,1.3,56.2,33,28.2,72,1009.24,100,12
10/18/2022,85,1.25,55.05,37,28.8,59,1009.24,360,11
10/19/2022,89,1.3,52.5,41,29.2,56,1009.24,120,9
10/20/2022,83,1.2,46.6,38,29,60,1009.24,200,12
10/21/2022,69,1.25,48.65,26,28.1,74,1009.24,260,11
10/22/2022,73,1.15,40.45,29,29.7,77,1009.24,250,12
10/23/2022,60,1.05,40.75,22,30,82,1009.24,330,10
10/24/2022,86,1.25,47.6,38,30.7,76,1009.24,130,9
10/25/2022,92,1.4,51.95,39,30.9,72,1009.24,340,7
10/26/2022,77,1.3,48.45,29,30.3,69,1009.24,110,7
10/27/2022,50,1,27.8,14,28.5,79,1009.24,120,9
10/28/2022,58,1.1,31.65,17,29.6,72,1009.24,170,7
10/29/2022,58,0.9,33.9,18,29.5,62,1009.24,120,13
10/30/2022,73,1.1,44.9,29,30,62,1009.24,120,13
10/31/2022,71,1.15,46.1,36,,59,1009.24,,
