date,pm10,co,no,no2,nox,pm25,avgT,humid,pressure-monthly,windDir,windSpd
6/1/2019,45,1.76,40.21,20.49,60.71,,33.3,73,1006.22,150,6
6/2/2019,37,1.25,33.26,15.6,49.79,,31.5,73,1006.22,120,8
6/3/2019,39,1.14,21.49,21.22,42.7,,31.4,73,1006.22,210,8
6/4/2019,44,1.6,32.47,23.13,55.6,,33,74,1006.22,100,7
6/5/2019,47,1.29,31.6,19.72,51.3,,33.3,78,1006.22,190,7
6/6/2019,63,1.16,43.83,35.25,79.1,,30.9,84,1006.22,240,8
6/7/2019,66,1.02,47.11,29.97,77.09,,29.9,88,1006.22,290,10
6/8/2019,49,1.16,37.3,21.21,58.51,,30.5,80,1006.22,170,6
6/9/2019,47,1.25,63.59,17.01,80.6,,31,80,1006.22,240,8
6/10/2019,38,1,44.06,17.52,61.57,,30.9,72,1006.22,240,9
6/11/2019,41,0.66,34.34,19.79,54.14,,30.2,82,1006.22,200,9
6/12/2019,37,1.2,27.71,12.95,40.67,,31.2,75,1006.22,210,10
6/13/2019,34,0.97,24.34,13.89,38.22,,32.1,72,1006.22,180,8
6/14/2019,31,1.53,26.53,17.13,43.65,,32.5,73,1006.22,180,8
6/15/2019,35,1.32,25.66,20.19,45.84,,32.3,75,1006.22,150,8
6/16/2019,44,1.07,40.27,19.1,59.35,,30.7,84,1006.22,240,7
6/17/2019,32,0.57,27.47,17,44.47,,29.4,80,1006.22,180,9
6/18/2019,30,0.71,25.56,14.51,40.09,,31.2,72,1006.22,240,7
6/19/2019,38,0.94,29.35,14.26,43.6,,32.5,74,1006.22,150,7
6/20/2019,48,1.41,42.19,22.44,64.63,,30.9,75,1006.22,210,6
6/21/2019,56,3.58,61.12,22.75,83.87,,32.6,69,1006.22,150,7
6/22/2019,54,1.8,38.01,18.75,56.67,,33.1,66,1006.22,240,6
6/23/2019,49,1.8,28.53,16.65,45.19,,33.5,77,1006.22,240,8
6/24/2019,41,1.22,29.91,18.05,47.95,,31.3,80,1006.22,12,8
6/25/2019,47,1.22,46.96,20.15,67.09,,30,84,1006.22,280,13
6/26/2019,38,1.38,53.42,16.12,69.54,,30.8,77,1006.22,270,10
6/27/2019,47,1.08,63.21,24.7,87.91,,30.1,81,1006.22,280,9
6/28/2019,49,1.07,46.85,19.52,66.36,,29.9,81,1006.22,180,8
6/29/2019,38,0.93,28.3,14.14,42.44,,30.2,75,1006.22,180,9
6/30/2019,43,0.66,29.44,20.37,49.79,,29.4,85,1006.22,120,6
7/1/2019,58,1.1,59.51,23.97,83.47,,29.1,84,1006.81,240,5
7/2/2019,63,1.55,76.29,18.65,94.93,,30.9,81,1006.81,210,6
7/3/2019,57,1.47,102.86,29.69,132.55,,27.8,94,1006.81,300,8
7/4/2019,61,1.05,61.21,21.95,83.17,,28.3,88,1006.81,240,6
7/5/2019,40,0.65,32.62,19.52,52.2,,26.5,93,1006.81,280,6
7/6/2019,68,1.12,65.61,18.44,84.04,,29,83,1006.81,280,7
7/7/2019,56,1.15,46.72,18.03,64.75,,29.9,74,1006.81,280,5
7/8/2019,55,1.63,54.03,13.09,67.02,,31.5,71,1006.81,270,6
7/9/2019,53,1.36,40.39,5.89,45.58,,30.5,78,1006.81,240,7
7/10/2019,59,1.87,51.62,10.25,61.4,,29.5,75,1006.81,260,5
7/11/2019,58,3.07,19.08,50.04,65.18,,30.9,68,1006.81,210,6
7/12/2019,62,3.73,49.6,17.88,67.5,,31.4,67,1006.81,180,7
7/13/2019,52,2.98,32.85,13.34,46.19,,30.8,72,1006.81,270,9
7/14/2019,44,2.1,38.39,15.03,53.43,,31.6,68,1006.81,270,6
7/15/2019,41,2.48,47.07,15.6,62.66,,31.4,76,1006.81,240,6
7/16/2019,45,2.26,37.23,18.4,55.63,,30.3,74,1006.81,120,7
7/17/2019,36,1.57,27.28,16.42,43.7,,31,68,1006.81,130,6
7/18/2019,36,1.69,37.4,17.8,55.18,,30.9,72,1006.81,120,7
7/19/2019,41,2.29,40.26,21.11,61.37,,31.5,71,1006.81,240,8
7/20/2019,51,1.3,39.72,19.82,59.53,,31.3,73,1006.81,240,6
7/21/2019,31,1.52,20.41,13.36,33.76,,31.3,73,1006.81,270,8
7/22/2019,43,1.65,40.51,20.34,60.85,,31.7,71,1006.81,120,8
7/23/2019,53,1.73,46.49,19.6,66.07,,31.3,77,1006.81,200,7
7/24/2019,55,1.11,61.94,20.13,82.07,,29.6,79,1006.81,280,16
7/25/2019,54,1.35,78.4,19.68,98.07,,30.6,80,1006.81,160,10
7/26/2019,64,1.54,88.99,25.5,114.48,,29.7,74,1006.81,300,6
7/27/2019,49,1.27,55.77,23.99,79.75,,31.1,67,1006.81,320,8
7/28/2019,43,1.37,36.55,16.4,52.94,,31.6,66,1006.81,240,7
7/29/2019,36,1.36,30.12,16.68,46.79,,31.6,65,1006.81,120,8
7/30/2019,39,1.35,41.65,14.36,56.01,,30.7,61,1006.81,300,9
7/31/2019,45,1.44,55.71,13.8,69.46,,31.2,67,1006.81,270,9
8/1/2019,49,1.06,60.12,17.33,77.44,,29.5,71,1005.71,240,14
8/2/2019,45,1.43,55.93,17.69,73.6,,29.9,66,1005.71,280,15
8/3/2019,41,1.18,40.54,16.93,57.47,,30.1,67,1005.71,290,23
8/4/2019,37,0.93,31.47,15.8,47.25,,28.8,74,1005.71,280,11
8/5/2019,35,1.18,28.37,16.77,45.13,,28.8,84,1005.71,150,6
8/6/2019,43,1.56,48.67,21.9,70.55,,29.3,82,1005.71,120,7
8/7/2019,48,1.39,70.89,20.33,91.23,,28.9,82,1005.71,240,8
8/8/2019,48,1.46,78.21,18.92,97.14,,28.9,80,1005.71,280,9
8/9/2019,50,1.25,70.79,22.3,93.08,,29,83,1005.71,260,7
8/10/2019,32,0.96,31.31,13.57,44.88,,30.3,80,1005.71,240,6
8/11/2019,31,1.13,43.95,9.52,53.43,,30.2,77,1005.71,150,7
8/12/2019,34,1.47,33.24,12.14,45.39,,30.3,78,1005.71,140,8
8/13/2019,40,0.99,34.57,17.07,51.65,,30.2,78,1005.71,240,8
8/14/2019,55,1.63,116.65,22.78,139.47,,30.4,78,1005.71,240,7
8/15/2019,51,1.69,44.74,16.7,61.44,,31.1,76,1005.71,240,7
8/16/2019,50,1.54,40.84,17.23,58.07,,31.5,79,1005.71,240,8
8/17/2019,41,0.97,35.63,35.63,47.94,,30.3,75,1005.71,210,6
8/18/2019,33,0.97,20.95,12.82,33.76,,30.9,71,1005.71,270,8
8/19/2019,48,1.64,52.06,19.94,71.97,,31.6,72,1005.71,210,6
8/20/2019,52,0.91,54.56,16.01,70.28,,31.4,83,1005.71,270,12
8/21/2019,40,1.16,51.45,18.62,70.07,,31.7,76,1005.71,200,7
8/22/2019,45,1.49,49.33,14.32,63.63,,30.7,79,1005.71,150,15
8/23/2019,45,0.96,49.46,16.94,66.39,,29,83,1005.71,240,8
8/24/2019,48,1.12,59.88,19.21,79.09,,30.1,77,1005.71,120,7
8/25/2019,41,0.98,33.91,11.44,45.33,,29.9,74,1005.71,160,8
8/26/2019,41,0.74,54.65,15.18,69.85,,29.8,86,1005.71,150,13
8/27/2019,47,1.11,46.27,16.04,62.29,,29.1,77,1005.71,280,10
8/28/2019,45,1.56,56.8,18.46,75.25,,30.6,74,1005.71,120,8
8/29/2019,75,1,56.25,17.27,73.52,,29.5,75,1005.71,270,7
8/30/2019,87,0.79,55.62,20.46,76.09,,29.4,84,1005.71,140,8
8/31/2019,76,0.45,22.91,14.72,14.72,,29.4,84,1005.71,120,8
9/1/2019,72,0.95,28.36,12.57,40.92,,29,80,1008.81,140,7
9/2/2019,90,1.19,71.89,18.32,90.21,,30.1,77,1008.81,160,6
9/3/2019,94,0.9,61.24,17.25,78.48,,30.3,84,1008.81,290,9
9/4/2019,99,0.95,69.18,18.45,87.63,,30.2,87,1008.81,280,7
9/5/2019,88,1.34,64.47,17.99,82.44,,30.3,84,1008.81,270,8
9/6/2019,95,1.15,55.99,18.32,74.3,,30.3,82,1008.81,280,5
9/7/2019,93,1.08,59.73,15.07,74.8,,30,76,1008.81,240,8
9/8/2019,86,0.91,45.54,14.34,59.89,,29.6,81,1008.81,150,7
9/9/2019,83,1.15,45.96,11.93,57.88,,29.7,85,1008.81,240,6
9/10/2019,78,2.1,55.52,10.1,65.61,,30.2,81,1008.81,240,8
9/11/2019,97,1.8,71.83,26.03,97.87,,30,76,1008.81,250,8
9/12/2019,100,2.61,93.6,19.34,112.95,,29.2,77,1008.81,180,6
9/13/2019,79,1.98,60.42,17.67,78.09,,29.8,73,1008.81,120,8
9/14/2019,96,1,61.99,26.9,88.9,,29.3,86,1008.81,150,6
9/15/2019,87,1.5,29.92,18.9,48.82,,29,83,1008.81,150,6
9/16/2019,92,1.15,51.54,33.55,85.1,,29.3,89,1008.81,150,7
9/17/2019,104,1.47,47.41,27.57,74.96,,30.4,84,1008.81,150,5
9/18/2019,92,1.7,37.9,30.3,68.19,,30.6,82,1008.81,120,21
9/19/2019,99,1.3,48.67,28.76,77.4,,30,86,1008.81,240,8
9/20/2019,108,0.9,30.62,30.81,61.43,,29.4,85,1008.81,160,6
9/21/2019,105,1.04,89.52,23.86,113.39,,27.3,93,1008.81,150,5
9/22/2019,109,0.87,42.24,19.62,61.85,,27.8,87,1008.81,120,6
9/23/2019,83,0.79,36.85,17.24,54.1,,27.8,95,1008.81,100,6
9/24/2019,108,2.49,42.51,19.78,62.3,,29.5,80,1008.81,120,5
9/25/2019,142,2.44,44.47,25.33,69.77,,30.9,72,1008.81,140,7
9/26/2019,136,3.51,50.07,30.89,80.97,,31.6,69,1008.81,300,6
9/27/2019,110,1.92,33.56,28.09,61.65,,30.9,75,1008.81,220,7
9/28/2019,142,2.08,34.64,27.93,62.55,,31.4,71,1008.81,120,8
9/29/2019,145,2.53,29.23,32.48,61.7,,32,66,1008.81,120,8
9/30/2019,185,1.97,36.05,35.99,72.05,,31.4,75,1008.81,120,8
10/1/2019,110,1.7,13.57,16.2,29.78,,31,81,1009.53,110,5
10/2/2019,93,1.24,19.52,22.81,42.31,,30.4,77,1009.53,150,7
10/3/2019,92,2,35.59,20.41,55.98,,31.4,72,1009.53,150,8
10/4/2019,107,1.12,40.67,26.01,66.7,,30,81,1009.53,240,7
10/5/2019,113,1,52.8,21.96,74.73,,29.6,88,1009.53,210,6
10/6/2019,106,1.24,37.44,21.73,59.15,,28.6,88,1009.53,120,7
10/7/2019,89,1.1,22.96,17.12,40.1,,28.5,83,1009.53,110,8
10/8/2019,95,1.1,40.46,22.04,62.5,,30,80,1009.53,150,6
10/9/2019,111,1.45,67.58,25.8,93.38,,30.5,81,1009.53,110,5
10/10/2019,131,1.83,55.39,29.21,84.59,,30.9,84,1009.53,290,17
10/11/2019,109,1.44,32.47,30.86,63.32,,29.3,78,1009.53,120,8
10/12/2019,100,1.67,27.09,27.8,54.88,,29.9,74,1009.53,240,8
10/13/2019,90,1.7,15.26,21.81,37.05,,30.9,77,1009.53,100,7
10/14/2019,81,1.53,26.18,14.5,40.69,,29.8,79,1009.53,240,6
10/15/2019,100,1.72,41.79,15.31,57.09,,30.7,76,1009.53,330,7
10/16/2019,82,1.57,26.62,26.62,41.36,,30.9,74,1009.53,100,6
10/17/2019,94,1.39,31.99,13.79,45.8,,30.9,70,1009.53,110,7
10/18/2019,90,2.36,21,13.5,34.53,,31.5,68,1009.53,250,7
10/19/2019,91,1.79,11.56,12.94,24.5,,31.4,71,1009.53,240,6
10/20/2019,90,1.42,7.64,11.12,18.77,,30.8,68,1009.53,140,7
10/21/2019,104,1.87,27.97,19.07,47.04,,31.3,70,1009.53,300,6
10/22/2019,163,1.65,49.73,35.1,84.82,,30.8,72,1009.53,240,5
10/23/2019,96,0.8,7.91,15.9,23.83,,31.6,70,1009.53,130,6
10/24/2019,88,1.08,12.96,15.79,28.75,,31.9,70,1009.53,240,7
10/25/2019,92,1.51,19.47,19.56,39.01,,31.4,71,1009.53,120,8
10/26/2019,97,1.37,24.62,17.1,41.73,,31.2,69,1009.53,240,7
10/27/2019,76,1.38,13.41,12.24,25.65,,32.2,74,1009.53,120,6
10/28/2019,92,1.28,32.48,21.01,53.48,,32.1,73,1009.53,300,6
10/29/2019,104,1.43,53.37,22.98,76.34,,30.7,79,1009.53,70,9
10/30/2019,91,1.13,22.81,21.58,44.37,,30.4,67,1009.53,300,5
10/31/2019,100,1.49,43.49,27.86,71.34,,29.2,57,1009.53,310,7
11/1/2019,80,0.73,37.63,19.8,57.41,,16.6,73,1010.48,290,7
11/2/2019,105,0.98,58.47,21.86,80.33,,26.2,78,1010.48,240,8
11/3/2019,108,1.33,44.91,21.08,65.99,,29,78,1010.48,240,8
11/4/2019,124,1.83,63.45,24.8,88.23,,29.2,77,1010.48,150,8
11/5/2019,136,1.96,54.7,26.29,81,,29.5,72,1010.48,150,7
11/6/2019,106,1.24,37.44,21.73,59.15,,30.1,70,1010.48,160,5
11/7/2019,130,1.97,37.74,23.36,61.1,,30.4,66,1010.48,100,6
11/8/2019,111,1.53,11.88,20.94,32.84,,29.8,64,1010.48,110,7
11/9/2019,113,1.33,5.97,16.47,22.44,,29.8,66,1010.48,240,8
11/10/2019,124,1.28,37.66,27.51,65.17,,28.4,64,1010.48,120,6
11/11/2019,153,1.88,66.9,41.1,108,,28.3,66,1010.48,120,5
11/12/2019,127,1.82,24.77,34.13,58.88,,30.7,56,1010.48,130,6
11/13/2019,115,1.1,19.28,25.15,44.43,,30.4,65,1010.48,110,5
11/14/2019,94,0.89,27.53,18.01,45.52,,30.5,72,1010.48,100,5
11/15/2019,97,1.29,18.56,21.44,21.44,,29.7,65,1010.48,240,8
11/16/2019,115,1.33,17.75,22.63,40.4,,29.4,68,1010.48,130,7
11/17/2019,115,1.11,13.52,25.09,38.59,,30.2,67,1010.48,150,9
11/18/2019,132,1.35,63.13,32.98,96.1,,30.2,75,1010.48,300,4
11/19/2019,111,1.15,30.69,25.51,56.21,,31.4,64,1010.48,90,6
11/20/2019,79,0.47,11.51,19.17,30.69,,30.1,60,1010.48,110,8
11/21/2019,82,0.4,10,23.44,33.43,,30.8,58,1010.48,100,9
11/22/2019,86,0.69,24.2,27.28,51.48,,29.9,58,1010.48,240,8
11/23/2019,104,0.69,29.99,35.82,65.8,,29.3,59,1010.48,120,7
11/24/2019,102,0.81,33.62,28.98,62.6,,29.6,63,1010.48,110,8
11/25/2019,102,0.63,39.37,31.78,71.15,,30.2,60,1010.48,90,7
11/26/2019,91,0.7,32.58,30,62.58,,29.8,59,1010.48,300,8
11/27/2019,85,0.63,27.13,26.21,53.35,,30.2,62,1010.48,90,8
11/28/2019,82,0.37,12.91,17.37,30.29,,32.2,58,1010.48,110,9
11/29/2019,77,0.23,12.81,21.01,33.83,,29.9,60,1010.48,110,8
11/30/2019,76,0.44,12.66,22.8,35.43,,31.3,32,1010.48,110,8
12/1/2019,79,0.18,13.49,23.18,36.66,,31.3,65,1012.4,240,9
12/2/2019,78,0.27,10.36,17.02,27.37,,30.4,61,1012.4,90,7
12/3/2019,90,0.27,12.94,25.36,38.3,,27.7,59,1012.4,120,13
12/4/2019,91,0.1,13.97,24.43,38.4,,25.9,58,1012.4,100,7
12/5/2019,92,0.04,5.78,19.26,25.04,,24.6,55,1012.4,110,9
12/6/2019,106,0.09,11.37,27.49,38.86,,24.2,59,1012.4,340,9
12/7/2019,99,0.03,13.57,26.39,39.95,,23.3,54,1012.4,260,8
12/8/2019,120,0.03,23.04,33.06,56.1,,23.7,58,1012.4,320,6
12/9/2019,115,0.28,38.76,31.49,70.24,,24.8,59,1012.4,300,7
12/10/2019,134,0.37,56.26,36.63,92.87,,24.6,58,1012.4,100,8
12/11/2019,130,0.39,32.63,42.18,74.81,,26.3,59,1012.4,80,6
12/12/2019,112,0.26,14.98,30.83,45.81,,27.3,56,1012.4,100,7
12/13/2019,118,0.4,32.43,36.33,68.75,,27.7,60,1012.4,100,6
12/14/2019,122,0.45,61.12,35.1,96.2,,28.3,62,1012.4,100,6
12/15/2019,119,0.36,43.04,32.93,75.96,,29,60,1012.4,150,8
12/16/2019,110,0.5,41.08,27.85,68.94,,29.8,61,1012.4,150,9
12/17/2019,116,0.75,56.53,36.35,92.87,,30.1,63,1012.4,100,9
12/18/2019,103,0.56,24.59,31.41,56.01,,30.6,63,1012.4,110,6
12/19/2019,112,0.42,17.04,27.93,44.99,,30.7,67,1012.4,120,7
12/20/2019,117,0.42,26.65,29.64,56.3,,30.6,71,1012.4,140,6
12/21/2019,106,0.37,20.21,30.18,50.38,,30.6,77,1012.4,130,6
12/22/2019,95,0.2,18.81,25.94,44.73,,29.9,76,1012.4,150,9
12/23/2019,91,0.3,13.52,26.1,39.63,,30.2,74,1012.4,270,8
12/24/2019,98,0.28,10.86,26.71,37.59,,30.5,79,1012.4,160,8
12/25/2019,101,0.82,23.51,33.86,57.38,,29.5,78,1012.4,130,6
12/26/2019,91,1.04,15.57,27.19,42.76,,30.4,72,1012.4,140,5
12/27/2019,104,1.05,12.3,23.07,35.35,,30.5,72,1012.4,0,8
12/28/2019,101,0.85,8.1,19.66,27.75,,28.5,72,1012.4,140,8
12/29/2019,107,1.05,16.65,24.36,41.01,,29.4,64,1012.4,240,7
12/30/2019,101,1.32,21.77,31.9,53.65,,29.9,59,1012.4,240,7
12/31/2019,99,1.17,12.93,22.88,35.8,,,67,1012.4,240,8
1/1/2020,74,0.77,14.84,14.69,29.53,,30.6,68,1011.12,240,8
1/2/2020,84,1,21.81,22.02,43.82,,30.1,64,1011.12,110,7
1/3/2020,92,1.16,24.42,25.14,49.55,,30.2,66,1011.12,90,7
1/4/2020,96,1.1,13.16,22.03,35.18,,30,68,1011.12,240,8
1/5/2020,103,1.13,16,21.48,37.49,,30.2,63,1011.12,100,7
1/6/2020,117,1.54,38.21,34.86,73.06,,30.2,62,1011.12,130,6
1/7/2020,140,1.09,21.66,34.04,55.7,33,30.8,63,1011.12,110,6
1/8/2020,118,0.93,26.2,31.36,57.55,47,30.5,69,1011.12,120,9
1/9/2020,137,1.37,73.71,42.93,116.34,49,30.8,68,1011.12,240,8
1/10/2020,183,1.45,57.53,55.32,112.85,80,30.6,69,1011.12,120,8
1/11/2020,123,0.67,6.79,26.72,33.51,43,29.8,80,1011.12,160,14
1/12/2020,108,0.56,6.4,21.6,27.99,33,30.5,80,1011.12,160,5
1/13/2020,104,104.25,18.27,25.46,43.74,34,30.1,77,1011.12,130,6
1/14/2020,104,0.83,21.58,24.6,46.2,41,30,78,1011.12,160,7
1/15/2020,107,0.85,16.69,28.69,45.38,78,30.2,75,1011.12,140,8
1/16/2020,110,0.95,28.55,27.28,55.82,53,29.9,74,1011.12,240,8
1/17/2020,119,0.96,18.88,31.52,50.4,42,30.2,74,1011.12,120,8
1/18/2020,123,0.75,5.25,22.58,27.82,49,30.2,78,1011.12,230,6
1/19/2020,120,0.72,6.25,18.58,24.83,50,30.5,78,1011.12,60,7
1/20/2020,130,0.94,16.26,24.8,41.06,57,30.6,76,1011.12,150,5
1/21/2020,121,0.87,15.87,23.65,39.52,45,30.3,77,1011.12,160,6
1/22/2020,112,0.92,19.23,28.06,47.29,35,31.6,77,1011.12,150,6
1/23/2020,92,0.74,8.97,19.2,28.17,29,30.8,75,1011.12,160,7
1/24/2020,76,0.63,11.85,15.25,27.1,18,30.6,76,1011.12,240,8
1/25/2020,68,0.41,7.13,12.65,19.78,13,30.5,75,1011.12,140,8
1/26/2020,63,0.47,8.53,12.51,21.02,10,29.8,75,1011.12,160,7
1/27/2020,68,0.8,57.03,15.7,72.72,19,29,73,1011.12,120,6
1/28/2020,82,0.86,58.13,22.03,80.17,28,28.8,68,1011.12,210,8
1/29/2020,86,0.91,44.68,27.07,71.76,29,31.3,68,1011.12,210,5
1/30/2020,87,0.76,15.39,23.2,38.59,29,29.1,65,1011.12,110,6
1/31/2020,99,0.84,8.95,22.1,31.05,40,28.9,57,1011.12,110,11
2/1/2020,119,0.95,7.76,24.93,32.69,57,29.3,65,1012.16,150,10
2/2/2020,123,0.92,7.52,20.64,28.15,56,29.4,72,1012.16,240,8
2/3/2020,118,0.93,13.39,24.5,37.9,48,29.3,76,1012.16,160,8
2/4/2020,101,0.72,7.01,21.31,28.31,38,28.9,76,1012.16,160,9
2/5/2020,85,0.67,8.15,20.4,28.55,26,30.5,73,1012.16,210,7
2/6/2020,76,0.62,13.15,18.2,31.34,19,30.6,77,1012.16,260,8
2/7/2020,94,0.83,23.17,24.72,47.89,28,32.2,77,1012.16,160,6
2/8/2020,98,0.67,10.15,22.29,32.43,33,29.8,77,1012.16,140,8
2/9/2020,104,0.68,11.74,19.93,31.67,40,30,75,1012.16,320,7
2/10/2020,103,0.62,6.33,19.48,25.81,40,30.2,61,1012.16,150,8
2/11/2020,106,0.83,10.1,24.33,34.43,44,31,57,1012.16,150,6
2/12/2020,93,0.73,7.85,18.52,26.37,31,30.6,77,1012.16,260,10
2/13/2020,61,0.53,15.44,12.9,28.31,8,30.8,77,1012.16,160,9
2/14/2020,61,0.54,18.5,12.07,30.56,8,30.8,77,1012.16,120,9
2/15/2020,71,0.6,32.59,16.08,48.66,17,29.9,69,1012.16,120,8
2/16/2020,54,0.45,12.29,12.31,24.59,9,30.6,68,1012.16,160,7
2/17/2020,67,0.63,17.85,17.8,35.63,14,31.7,71,1012.16,160,7
2/18/2020,96,0.73,14.03,19.35,33.37,30,30,67,1012.16,120,8
2/19/2020,110,0.91,19.43,30.05,49.48,47,30.3,59,1012.16,140,8
2/20/2020,108,0.9,7.57,26.9,34.47,49,30.3,65,1012.16,340,7
2/21/2020,101,0.72,10.17,23.81,33.99,44,29.6,59,1012.16,110,8
2/22/2020,110,0.63,5.33,19.32,24.63,49,30,58,1012.16,110,8
2/23/2020,115,0.7,11.32,23.02,34.35,51,30.3,58,1012.16,240,9
2/24/2020,119,0.93,13.53,28.45,41.96,57,30.9,53,1012.16,240,8
2/25/2020,129,0.94,4.92,26.53,31.44,59,30.6,74,1012.16,210,5
2/26/2020,113,0.78,10.38,24.13,34.52,41,30.8,79,1012.16,240,6
2/27/2020,131,1.13,42.64,32.77,75.41,42,30.2,86,1012.16,260,6
2/28/2020,80,0.68,10.49,19.67,30.15,23,29.9,82,1012.16,220,9
2/29/2020,78,0.56,10.97,16.1,27.07,20,30.8,78,1012.16,250,8
3/1/2020,73,0.47,7.25,13.97,21.22,19,30.6,74,1009.4,140,8
3/2/2020,72,0.59,9.67,15.41,25.1,21,30.7,74,1009.4,180,8
3/3/2020,66,0.55,12.82,12.88,25.7,14,30.5,75,1009.4,150,10
3/4/2020,69,0.51,17.33,11.35,28.66,8,31.3,75,1009.4,160,9
3/5/2020,59,0.57,18.26,13.82,32.07,10,31.3,77,1009.4,240,7
3/6/2020,58,0.55,17.73,12.68,30.42,11,31.1,74,1009.4,240,8
3/7/2020,56,0.47,13.44,11.03,24.47,11,30.3,78,1009.4,150,7
3/8/2020,62,0.57,7.28,13.02,20.3,17,31.7,73,1009.4,150,8
3/9/2020,77,0.82,24.83,21.35,46.17,32,33.6,69,1009.4,150,6
3/10/2020,71,0.73,14.51,19.14,33.65,25,33.2,74,1009.4,160,7
3/11/2020,75,0.79,13.71,19.78,33.49,28,32.7,73,1009.4,220,7
3/12/2020,65,0.67,15.67,14.72,30.38,22,32.4,76,1009.4,240,7
3/13/2020,65,0.69,18.81,14.6,33.4,17,32.2,72,1009.4,160,9
3/14/2020,62,0.51,9.7,11.8,21.5,13,31.7,72,1009.4,140,8
3/15/2020,68,0.65,27.26,19.19,46.43,18,29.4,90,1009.4,140,8
3/16/2020,89,0.98,41.73,26.52,68.23,32,29.3,79,1009.4,140,6
3/17/2020,70,0.63,15.66,15.16,30.83,16,30.9,78,1009.4,210,8
3/18/2020,66,0.56,11.64,12.3,23.92,16,31.9,76,1009.4,160,8
3/19/2020,66,0.58,11.39,12.16,23.56,16,32.9,76,1009.4,160,9
3/20/2020,64,0.56,11.34,12.79,24.13,14,31.7,75,1009.4,240,8
3/21/2020,59,0.34,3.28,9.26,12.56,14,31.2,72,1009.4,240,7
3/22/2020,49,0.44,4.74,12.69,17.43,11,31.1,72,1009.4,160,8
3/23/2020,59,0.52,9.23,12.21,21.45,12,32.5,72,1009.4,160,9
3/24/2020,55,0.29,5.24,8.39,13.63,10,31.6,75,1009.4,160,8
3/25/2020,58,0.34,9.34,11.45,20.8,12,31.6,72,1009.4,150,8
3/26/2020,52,0.33,11.86,11.27,23.13,10,31.3,72,1009.4,180,9
3/27/2020,55,0.36,8.88,10.69,19.56,10,33,74,1009.4,170,8
3/28/2020,63,0.33,4.43,9.24,13.68,17,32.1,75,1009.4,170,8
3/29/2020,56,0.27,2.96,3.6,6.55,14,31.9,76,1009.4,150,6
3/30/2020,60,0.37,7.22,7.22,14.44,15,31.7,76,1009.4,150,9
3/31/2020,67,0.46,6.03,7.94,13.96,22,32.3,74,1009.4,150,8
4/1/2020,53,0.28,8,6.87,14.88,13,32.1,73,1009.5,150,8
4/2/2020,57,0.32,7.23,6.29,13.53,13,32.5,75,1009.5,140,10
4/3/2020,50,0.31,8.67,5.7,14.37,9,31.9,76,1009.5,300,8
4/4/2020,57,0.28,5.88,5.49,11.38,11,32.7,74,1009.5,150,9
4/5/2020,60,0.26,3.64,3.66,7.3,11,32,76,1009.5,190,13
4/6/2020,60,0.24,3.22,3.55,6.76,9,32.4,76,1009.5,180,12
4/7/2020,63,0.3,8.93,5.86,14.75,12,32.8,78,1009.5,190,10
4/8/2020,57,0.31,9.8,5.83,15.63,10,32.6,74,1009.5,140,9
4/9/2020,61,0.37,9.88,7.03,16.92,12,32.1,73,1009.5,140,8
4/10/2020,60,0.39,8.33,7.36,15.68,11,32.3,73,1009.5,140,8
4/11/2020,56,0.4,5.86,7.75,13.62,13,32.7,69,1009.5,220,8
4/12/2020,55,0.32,2.91,4.76,7.67,11,33.7,68,1009.5,170,6
4/13/2020,66,0.5,11.92,13.22,25.14,20,31,80,1009.5,130,15
4/14/2020,84,0.53,15.23,13.04,28.26,30,30,75,1009.5,110,6
4/15/2020,77,0.56,12.1,18.5,30.6,25,31.5,72,1009.5,190,8
4/16/2020,53,0.4,9.44,10.87,20.3,10,32.4,71,1009.5,230,12
4/17/2020,51,0.42,11.99,10.28,22.27,8,31.8,75,1009.5,150,13
4/18/2020,49,0.33,8.87,10.41,19.29,7,31.5,71,1009.5,150,10
4/19/2020,46,0.27,5.24,5.81,11.05,7,32.8,69,1009.5,270,8
4/20/2020,53,0.38,10.87,7.59,18.46,9,32.8,69,1009.5,150,8
4/21/2020,53,0.37,13.25,7.71,20.97,7,32.9,67,1009.5,260,9
4/22/2020,62,0.42,8.57,9.31,17.9,13,33.6,65,1009.5,170,7
4/23/2020,61,0.37,11.27,10.2,21.49,14,34,63,1009.5,100,15
4/24/2020,86,0.74,19.03,17.39,36.4,18,32.3,65,1009.5,150,6
4/25/2020,79,0.44,27.01,18.82,45.81,19,31.7,82,1009.5,0,7
4/26/2020,77,0.5,16.78,17.9,34.68,26,30.4,73,1009.5,130,7
4/27/2020,95,0.83,30.73,31.3,62.02,33,30,77,1009.5,300,8
4/28/2020,76,0.67,15.35,20.71,36.06,25,31.3,69,1009.5,280,6
4/29/2020,80,0.63,14.4,21.8,36.2,27,31.3,73,1009.5,120,9
4/30/2020,70,0.6,19.72,17.18,36.88,20,30.8,75,1009.5,160,6
5/1/2020,56,0.5,8.3,17.3,25.6,11,32.1,72,1007.07,140,8
5/2/2020,50,0.5,6.3,12.4,18.8,9,32.5,68,1007.07,150,8
5/3/2020,52,0.4,4.2,7.3,11.5,8,33,69,1007.07,150,9
5/4/2020,62,0.4,7.1,12.3,19.4,12,33.2,69,1007.07,230,6
