date,pm25, pm10, o3, no2, co,avgT,humid,pressure-monthly,windDir,windSpd
10/5/2019,26,41,14.52,26.78,0.43,29.60,88.00,1009.53,210.00,6.00
10/6/2019,22,33,21.87,19.26,0.38,28.60,88.00,1009.53,120.00,7.00
10/7/2019,16,28,20.18,18.50,0.35,28.50,83.00,1009.53,110.00,8.00
10/8/2019,16,28,21.58,20.75,0.36,30.00,80.00,1009.53,150.00,6.00
10/9/2019,19,34,16.35,27.91,0.63,30.50,81.00,1009.53,110.00,5.00
10/10/2019,29,44,26.95,30.59,0.46,30.90,84.00,1009.53,290.00,17.00
10/11/2019,27,39,37.52,31.83,0.32,29.30,78.00,1009.53,120.00,8.00
10/12/2019,18,31,31.62,24.38,0.32,29.90,74.00,1009.53,240.00,8.00
10/13/2019,19,29,27.65,18.00,0.27,30.90,77.00,1009.53,100.00,7.00
10/14/2019,13,23,16.82,18.55,0.31,29.80,79.00,1009.53,240.00,6.00
10/15/2019,18,27,23.00,17.22,0.31,30.70,76.00,1009.53,330.00,7.00
10/16/2019,15,29,20.26,20.26,0.38,30.90,74.00,1009.53,100.00,6.00
10/17/2019,17,32,16.39,22.74,0.34,30.90,70.00,1009.53,110.00,7.00
10/18/2019,20,37,29.48,21.00,0.32,31.50,68.00,1009.53,250.00,7.00
10/19/2019,20,34,40.17,15.91,0.33,31.40,71.00,1009.53,240.00,6.00
10/20/2019,22,34,35.87,14.48,0.36,30.80,68.00,1009.53,140.00,7.00
10/21/2019,25,43,40.30,21.09,0.45,31.30,70.00,1009.53,300.00,6.00
10/22/2019,43,65,36.45,31.85,0.80,30.80,72.00,1009.53,240.00,5.00
10/23/2019,26,38,46.35,13.48,0.41,31.60,70.00,1009.53,130.00,6.00
10/24/2019,20,29,40.74,12.52,0.26,31.90,70.00,1009.53,240.00,7.00
10/25/2019,21,35,37.13,17.96,0.33,31.40,71.00,1009.53,120.00,8.00
10/26/2019,26,41,31.91,19.26,0.39,31.20,69.00,1009.53,240.00,7.00
10/27/2019,15,26,26.78,14.87,0.25,32.20,74.00,1009.53,120.00,6.00
10/28/2019,15,28,31.09,21.00,0.37,32.10,73.00,1009.53,300.00,6.00
10/29/2019,18,31,22.83,22.70,0.45,30.70,79.00,1009.53,70.00,9.00
10/30/2019,20,32,36.09,19.30,0.38,30.40,67.00,1009.53,300.00,5.00
10/31/2019,19,39,40.00,22.39,0.27,29.20,57.00,1009.53,310.00,7.00
11/1/2019,13,27,24.35,18.48,0.22,16.60,73.00,1010.48,290.00,7.00
11/2/2019,18,29,14.13,23.48,0.43,26.20,78.00,1010.48,240.00,8.00
11/3/2019,21,30,27.17,16.87,0.38,29.00,78.00,1010.48,240.00,8.00
11/4/2019,22,36,27.48,24.30,0.58,29.20,77.00,1010.48,150.00,8.00
11/5/2019,39,54,29.35,29.35,0.70,29.50,72.00,1010.48,150.00,7.00
11/6/2019,35,50,32.30,28.17,0.51,30.10,70.00,1010.48,160.00,5.00
11/7/2019,37,53,29.10,28.76,0.70,30.40,66.00,1010.48,100.00,6.00
11/8/2019,38,53,45.58,19.33,0.41,29.80,64.00,1010.48,110.00,7.00
11/9/2019,37,56,48.00,17.70,0.23,29.80,66.00,1010.48,240.00,8.00
11/10/2019,38,55,45.52,23.57,0.20,28.40,64.00,1010.48,120.00,6.00
11/11/2019,43,66,30.91,43.61,0.42,28.30,66.00,1010.48,120.00,5.00
11/12/2019,41,61,47.00,34.65,0.36,30.70,56.00,1010.48,130.00,6.00
11/13/2019,33,47,30.61,26.61,0.29,30.40,65.00,1010.48,110.00,5.00
11/14/2019,20,33,14.74,25.65,0.26,30.50,72.00,1010.48,100.00,5.00
11/15/2019,23,40,33.43,25.35,0.29,29.70,65.00,1010.48,240.00,8.00
11/16/2019,29,46,37.83,24.70,0.32,29.40,68.00,1010.48,130.00,7.00
11/17/2019,31,45,49.74,24.00,0.33,30.20,67.00,1010.48,150.00,9.00
11/18/2019,31,48,22.78,37.39,0.65,30.20,75.00,1010.48,300.00,4.00
11/19/2019,27,43,26.70,26.13,0.39,31.40,64.00,1010.48,90.00,6.00
11/20/2019,21,33,25.57,17.91,0.20,30.10,60.00,1010.48,110.00,8.00
11/21/2019,20,33,39.48,18.48,0.28,30.80,58.00,1010.48,100.00,9.00
11/22/2019,18,33,30.52,25.91,0.34,29.90,58.00,1010.48,240.00,8.00
11/23/2019,23,41,32.61,33.65,0.39,29.30,59.00,1010.48,120.00,7.00
11/24/2019,25,40,31.35,30.26,0.30,29.60,63.00,1010.48,110.00,8.00
11/25/2019,30,51,25.79,32.88,0.36,30.20,60.00,1010.48,90.00,7.00
11/26/2019,21,39,27.17,29.70,0.26,29.80,59.00,1010.48,300.00,8.00
11/27/2019,22,42,19.23,28.55,0.38,30.20,62.00,1010.48,90.00,8.00
11/28/2019,15,30,21.36,16.82,0.38,32.20,58.00,1010.48,110.00,9.00
11/29/2019,18,29,37.35,18.17,0.45,29.90,60.00,1010.48,110.00,8.00
11/30/2019,18,28,29.22,21.52,0.55,31.30,32.00,1010.48,110.00,8.00
12/1/2019,18,34,29.17,21.17,0.57,31.30,65.00,1012.40,240.00,9.00
12/2/2019,13,26,26.68,15.27,0.42,30.40,61.00,1012.40,90.00,7.00
12/3/2019,19,35,44.26,16.83,0.43,27.70,59.00,1012.40,120.00,13.00
12/4/2019,29,43,43.35,19.35,0.49,25.90,58.00,1012.40,100.00,7.00
12/5/2019,28,43,50.57,14.74,0.27,24.60,55.00,1012.40,110.00,9.00
12/6/2019,33,54,45.52,22.96,0.20,24.20,59.00,1012.40,340.00,9.00
12/7/2019,27,49,46.17,20.48,0.39,23.30,54.00,1012.40,260.00,8.00
12/8/2019,37,65,35.04,30.70,0.20,23.70,58.00,1012.40,320.00,6.00
12/9/2019,36,57,31.74,30.61,0.37,24.80,59.00,1012.40,300.00,7.00
12/10/2019,44,63,33.30,30.48,0.45,24.60,58.00,1012.40,100.00,8.00
12/11/2019,51,74,30.17,36.91,0.59,26.30,59.00,1012.40,80.00,6.00
12/12/2019,47,60,29.35,29.57,0.48,27.30,56.00,1012.40,100.00,7.00
12/13/2019,43,62,30.77,32.95,0.61,27.70,60.00,1012.40,100.00,6.00
12/14/2019,37,60,20.70,32.35,0.60,28.30,62.00,1012.40,100.00,6.00
12/15/2019,39,62,26.04,30.52,0.53,29.00,60.00,1012.40,150.00,8.00
12/16/2019,38,62,20.17,28.91,0.65,29.80,61.00,1012.40,150.00,9.00
12/17/2019,34,57,20.95,32.95,0.52,30.10,63.00,1012.40,100.00,9.00
12/18/2019,33,53,23.74,32.17,0.34,30.60,63.00,1012.40,110.00,6.00
12/19/2019,32,51,32.74,28.78,0.30,30.70,67.00,1012.40,120.00,7.00
12/20/2019,34,53,31.43,29.09,0.30,30.60,71.00,1012.40,140.00,6.00
12/21/2019,30,48,38.70,24.96,0.23,30.60,77.00,1012.40,130.00,6.00
12/22/2019,29,42,35.09,21.83,0.27,29.90,76.00,1012.40,150.00,9.00
12/23/2019,25,39,33.83,22.08,0.45,30.20,74.00,1012.40,270.00,8.00
12/24/2019,27,42,39.26,19.91,0.60,30.50,79.00,1012.40,160.00,8.00
12/25/2019,31,49,35.87,24.68,0.70,29.50,78.00,1012.40,130.00,6.00
12/26/2019,26,40,35.26,22.39,0.67,30.40,72.00,1012.40,140.00,5.00
12/27/2019,33,48,34.48,20.91,0.72,30.50,72.00,1012.40,0.00,8.00
12/28/2019,33,50,33.04,21.52,0.70,28.50,72.00,1012.40,140.00,8.00
12/29/2019,52,52,42.35,16.61,0.69,29.40,64.00,1012.40,240.00,7.00
12/30/2019,35,51,42.48,23.65,0.80,29.90,59.00,1012.40,240.00,7.00
12/31/2019,36,52,24.91,27.43,0.89,,67.00,1012.40,240.00,8.00
1/1/2020,20,30,27.61,16.13,0.63,30.60,68.00,1011.12,240.00,8.00
1/2/2020,24,42,22.83,21.87,0.66,30.10,64.00,1011.12,110.00,7.00
1/3/2020,27,45,21.82,28.23,0.75,30.20,66.00,1011.12,90.00,7.00
1/4/2020,34,48,27.48,24.26,0.55,30.00,68.00,1011.12,240.00,8.00
1/5/2020,38,55,32.77,22.68,0.38,30.20,63.00,1011.12,100.00,7.00
1/6/2020,40,58,29.65,37.39,0.43,30.20,62.00,1011.12,130.00,6.00
1/7/2020,38,66,36.50,39.60,0.56,30.80,63.00,1011.12,110.00,6.00
1/8/2020,49,66,42.52,27.70,0.54,30.50,69.00,1011.12,120.00,9.00
1/9/2020,47,72,38.68,33.00,0.65,30.80,68.00,1011.12,240.00,8.00
1/10/2020,70,101,40.13,46.35,0.93,30.60,69.00,1011.12,120.00,8.00
1/11/2020,42,61,44.22,21.96,0.48,29.80,80.00,1011.12,160.00,14.00
1/12/2020,33,51,43.57,15.09,0.39,30.50,80.00,1011.12,160.00,5.00
1/13/2020,30,49,39.09,18.43,0.48,30.10,77.00,1011.12,130.00,6.00
1/14/2020,29,48,35.96,19.13,0.47,30.00,78.00,1011.12,160.00,7.00
1/15/2020,31,52,40.70,23.83,0.50,30.20,75.00,1011.12,140.00,8.00
1/16/2020,37,54,42.30,22.26,0.53,29.90,74.00,1011.12,240.00,8.00
1/17/2020,42,64,42.87,27.83,0.62,30.20,74.00,1011.12,120.00,8.00
1/18/2020,52,71,52.17,17.43,0.51,30.20,78.00,1011.12,230.00,6.00
1/19/2020,52,71,49.17,15.04,0.50,30.50,78.00,1011.12,60.00,7.00
1/20/2020,56,77,47.13,19.91,0.62,30.60,76.00,1011.12,150.00,5.00
1/21/2020,45,65,40.91,22.87,0.59,30.30,77.00,1011.12,160.00,6.00
1/22/2020,32,52,38.22,23.43,0.57,31.60,77.00,1011.12,150.00,6.00
1/23/2020,33,47,39.17,14.54,0.42,30.80,75.00,1011.12,160.00,7.00
1/24/2020,24,35,30.43,13.17,0.33,30.60,76.00,1011.12,240.00,8.00
1/25/2020,16,29,33.48,7.96,0.22,30.50,75.00,1011.12,140.00,8.00
1/26/2020,15,26,31.22,10.78,0.20,29.80,75.00,1011.12,160.00,7.00
1/27/2020,19,32,22.39,17.83,0.27,29.00,73.00,1011.12,120.00,6.00
1/28/2020,26,41,30.00,18.26,0.30,28.80,68.00,1011.12,210.00,8.00
1/29/2020,29,44,30.91,25.70,0.43,31.30,68.00,1011.12,210.00,5.00
1/30/2020,29,47,36.78,24.26,0.52,29.10,65.00,1011.12,110.00,6.00
1/31/2020,45,64,38.59,24.14,0.58,28.90,57.00,1011.12,110.00,11.00
2/1/2020,55,77,43.96,25.96,0.67,29.30,65.00,1012.16,150.00,10.00
2/2/2020,59,77,48.61,19.48,0.48,29.40,72.00,1012.16,240.00,8.00
2/3/2020,46,69,40.22,18.96,0.24,29.30,76.00,1012.16,160.00,8.00
2/4/2020,44,58,40.74,11.96,0.02,28.90,76.00,1012.16,160.00,9.00
2/5/2020,31,45,36.70,13.09,0.00,30.50,73.00,1012.16,210.00,7.00
2/6/2020,22,39,30.87,12.17,0.01,30.60,77.00,1012.16,260.00,8.00
2/7/2020,30,47,29.87,20.74,0.08,32.20,77.00,1012.16,160.00,6.00
2/8/2020,35,52,34.00,18.91,0.07,29.80,77.00,1012.16,140.00,8.00
2/9/2020,39,56,26.95,18.68,0.17,30.00,75.00,1012.16,320.00,7.00
2/10/2020,43,63,25.17,22.57,0.35,30.20,61.00,1012.16,150.00,8.00
2/11/2020,46,64,31.91,20.13,0.42,31.00,57.00,1012.16,150.00,6.00
2/12/2020,36,52,31.00,11.18,0.30,30.60,77.00,1012.16,260.00,10.00
2/13/2020,12,26,23.04,7.57,0.06,30.80,77.00,1012.16,160.00,9.00
2/14/2020,12,25,19.74,7.91,0.07,30.80,77.00,1012.16,120.00,9.00
2/15/2020,15,29,21.95,12.95,0.12,29.90,69.00,1012.16,120.00,8.00
2/16/2020,14,23,23.09,12.22,0.08,30.60,68.00,1012.16,160.00,7.00
2/17/2020,15,29,30.00,16.46,0.21,31.70,71.00,1012.16,160.00,7.00
2/18/2020,30,56,38.17,16.65,0.36,30.00,67.00,1012.16,120.00,8.00
2/19/2020,48,70,42.14,25.29,0.51,30.30,59.00,1012.16,140.00,8.00
2/20/2020,54,78,42.78,29.39,0.60,30.30,65.00,1012.16,340.00,7.00
2/21/2020,49,64,41.17,22.87,0.40,29.60,59.00,1012.16,110.00,8.00
2/22/2020,50,0,41.17,22.87,0.40,30.00,58.00,1012.16,110.00,8.00
2/23/2020,50,42,41.17,22.87,0.39,30.30,58.00,1012.16,240.00,9.00
2/24/2020,67,80,41.00,27.78,1250.00,30.90,53.00,1012.16,240.00,8.00
2/25/2020,57,79,56.95,18.61,0.58,30.60,74.00,1012.16,210.00,5.00
2/26/2020,42,61,49.00,16.00,0.46,30.80,79.00,1012.16,240.00,6.00
2/27/2020,46,64,29.65,29.48,0.64,30.20,86.00,1012.16,260.00,6.00
2/28/2020,27,41,33.30,16.09,0.37,29.90,82.00,1012.16,220.00,9.00
2/29/2020,24,37,28.96,13.58,0.30,30.80,78.00,1012.16,250.00,8.00
3/1/2020,25,39,36.70,8.13,23.75,30.60,74.00,1009.40,140.00,8.00
3/2/2020,24,39,34.91,8.91,0.26,30.70,74.00,1009.40,180.00,8.00
3/3/2020,17,33,25.86,10.23,0.24,30.50,75.00,1009.40,150.00,10.00
3/4/2020,12,24,20.35,8.09,0.21,31.30,75.00,1009.40,160.00,9.00
3/5/2020,15,29,22.30,10.48,0.22,31.30,77.00,1009.40,240.00,7.00
3/6/2020,12,27,20.09,10.26,0.21,31.10,74.00,1009.40,240.00,8.00
3/7/2020,15,31,19.04,30.67,0.20,30.30,78.00,1009.40,150.00,7.00
3/8/2020,22,34,32.74,8.74,0.27,31.70,73.00,1009.40,150.00,8.00
3/9/2020,34,53,51.81,16.00,0.39,33.60,69.00,1009.40,150.00,6.00
3/10/2020,29,46,32.96,16.26,0.37,33.20,74.00,1009.40,160.00,7.00
3/11/2020,33,49,34.79,15.96,0.38,32.70,73.00,1009.40,220.00,7.00
3/12/2020,25,40,26.78,10.13,0.30,32.40,76.00,1009.40,240.00,7.00
3/13/2020,20,33,28.17,9.52,0.26,32.20,72.00,1009.40,160.00,9.00
3/14/2020,17,29,27.13,8.57,0.21,31.70,72.00,1009.40,140.00,8.00
3/15/2020,18,31,25.00,16.96,0.42,29.40,90.00,1009.40,140.00,8.00
3/16/2020,33,48,27.65,26.17,0.70,29.30,79.00,1009.40,140.00,6.00
3/17/2020,18,31,33.04,8.04,0.31,30.90,78.00,1009.40,210.00,8.00
3/18/2020,21,37,30.83,8.65,0.32,31.90,76.00,1009.40,160.00,8.00
3/19/2020,18,34,31.70,8.91,0.33,32.90,76.00,1009.40,160.00,9.00
3/20/2020,20,32,30.61,8.83,0.33,31.70,75.00,1009.40,240.00,8.00
3/21/2020,19,31,37.48,6.57,0.31,31.20,72.00,1009.40,240.00,7.00
3/22/2020,17,28,36.43,6.26,0.27,31.10,72.00,1009.40,160.00,8.00
3/23/2020,14,26,29.76,8.43,0.31,32.50,72.00,1009.40,160.00,9.00
3/24/2020,17,29,28.43,10.22,0.26,31.60,75.00,1009.40,160.00,8.00
3/25/2020,19,31,32.00,6.43,0.28,31.60,72.00,1009.40,150.00,8.00
3/26/2020,12,22,26.91,7.04,0.26,31.30,72.00,1009.40,180.00,9.00
3/27/2020,16,28,27.17,8.00,0.29,33.00,74.00,1009.40,170.00,8.00
3/28/2020,22,35,33.83,7.35,0.34,32.10,75.00,1009.40,170.00,8.00
3/29/2020,20,31,29.78,6.22,0.33,31.90,76.00,1009.40,150.00,6.00
3/30/2020,22,34,30.55,7.09,0.35,31.70,76.00,1009.40,150.00,9.00
3/31/2020,28,40,35.70,8.17,0.40,32.30,74.00,1009.40,150.00,8.00
4/1/2020,20,30,27.96,8.74,0.35,32.10,73.00,1009.50,150.00,8.00
4/2/2020,19,30,25.87,8.30,0.34,32.50,75.00,1009.50,140.00,10.00
4/3/2020,13,24,24.22,8.00,0.30,31.90,76.00,1009.50,300.00,8.00
4/4/2020,18,29,29.61,6.52,0.31,32.70,74.00,1009.50,150.00,9.00
4/5/2020,17,27,30.09,5.13,0.27,32.00,76.00,1009.50,190.00,13.00
4/6/2020,13,26,32.96,3.70,0.29,32.40,76.00,1009.50,180.00,12.00
4/7/2020,16,32,26.83,6.30,0.34,32.80,78.00,1009.50,190.00,10.00
4/8/2020,16,23,24.13,7.13,0.34,32.60,74.00,1009.50,140.00,9.00
4/9/2020,13,26,28.30,7.57,0.33,32.10,73.00,1009.50,140.00,8.00
4/10/2020,17,29,34.39,6.83,0.35,32.30,73.00,1009.50,140.00,8.00
4/11/2020,19,31,38.57,7.00,0.30,32.70,69.00,1009.50,220.00,8.00
4/12/2020,16,27,37.78,4.26,0.20,33.70,68.00,1009.50,170.00,6.00
4/13/2020,28,38,33.78,16.65,0.45,31.00,80.00,1009.50,130.00,15.00
4/14/2020,30,44,43.43,12.04,0.37,30.00,75.00,1009.50,110.00,6.00
4/15/2020,28,38,57.17,14.74,29.79,31.50,72.00,1009.50,190.00,8.00
4/16/2020,17,29,41.82,7.18,0.16,32.40,71.00,1009.50,230.00,12.00
4/17/2020,11,21,38.22,6.70,0.31,31.80,75.00,1009.50,150.00,13.00
4/18/2020,13,21,37.30,7.57,0.29,31.50,71.00,1009.50,150.00,10.00
4/19/2020,14,25,30.61,3.43,0.22,32.80,69.00,1009.50,270.00,8.00
4/20/2020,15,26,27.57,5.13,0.23,32.80,69.00,1009.50,150.00,8.00
4/21/2020,12,21,26.00,4.87,0.23,32.90,67.00,1009.50,260.00,9.00
4/22/2020,15,30,32.30,6.74,0.29,33.60,65.00,1009.50,170.00,7.00
4/23/2020,20,33,33.13,8.65,0.28,34.00,63.00,1009.50,100.00,15.00
4/24/2020,18,34,35.35,16.35,0.38,32.30,65.00,1009.50,150.00,6.00
4/25/2020,23,34,26.27,16.81,0.44,31.70,82.00,1009.50,0.00,7.00
4/26/2020,25,41,46.95,11.82,0.51,30.40,73.00,1009.50,130.00,7.00
4/27/2020,32,49,38.22,21.57,0.73,30.00,77.00,1009.50,300.00,8.00
4/28/2020,28,45,59.64,11.82,0.40,31.30,69.00,1009.50,280.00,6.00
4/29/2020,32,49,54.61,16.22,0.27,31.30,73.00,1009.50,120.00,9.00
4/30/2020,23,38,35.91,12.00,0.21,30.80,75.00,1009.50,160.00,6.00
5/1/2020,17,27,39.65,4.52,0.27,32.10,72.00,1007.07,140.00,8.00
5/2/2020,12,24,36.83,4.96,0.21,32.50,68.00,1007.07,150.00,8.00
5/3/2020,13,25,32.68,4.14,0.29,33.00,69.00,1007.07,150.00,9.00
5/4/2020,16,29,40.08,7.29,0.17,33.20,69.00,1007.07,230.00,6.00
5/5/2020,16,30,45.57,8.74,0.21,33.20,69.00,1007.07,200.00,7.00
5/6/2020,15,29,31.78,5.39,0.25,33.70,71.00,1007.07,150.00,7.00
5/7/2020,15,27,26.61,6.04,0.25,33.30,71.00,1007.07,200.00,12.00
5/8/2020,13,24,24.83,6.17,0.25,33.50,73.00,1007.07,240.00,13.00
5/9/2020,8,18,22.45,5.64,0.30,34.20,69.00,1007.07,180.00,10.00
5/10/2020,9,22,23.15,3.35,0.29,33.40,71.00,1007.07,250.00,6.00
5/11/2020,11,24,18.61,13.74,0.44,31.80,79.00,1007.07,110.00,8.00
5/12/2020,18,34,22.60,17.83,0.59,31.80,67.00,1007.07,240.00,7.00
5/13/2020,13,23,38.70,5.87,0.27,33.50,66.00,1007.07,230.00,7.00
5/14/2020,13,24,33.74,6.87,0.27,34.30,68.00,1007.07,180.00,8.00
5/15/2020,13,25,28.43,5.30,0.27,33.80,69.00,1007.07,250.00,12.00
5/16/2020,13,25,30.24,4.52,0.30,33.80,67.00,1007.07,180.00,14.00
5/17/2020,14,25,33.39,5.52,0.64,33.40,70.00,1007.07,160.00,8.00
5/18/2020,13,23,28.23,9.36,0.51,34.10,66.00,1007.07,150.00,7.00
5/19/2020,9,19,23.57,6.04,0.21,33.40,68.00,1007.07,150.00,7.00
5/20/2020,14,25,22.09,7.39,0.23,33.30,70.00,1007.07,110.00,8.00
5/21/2020,12,25,34.39,7.74,0.25,33.30,67.00,1007.07,240.00,5.00
5/22/2020,24,34,40.96,9.65,0.30,34.20,65.00,1007.07,190.00,11.00
5/23/2020,19,41,33.43,7.74,0.28,33.70,70.00,1007.07,240.00,11.00
5/24/2020,28,42,20.52,10.26,0.35,33.50,75.00,1007.07,180.00,9.00
5/25/2020,16,32,14.78,14.13,0.42,30.60,79.00,1007.07,150.00,5.00
5/26/2020,19,34,23.08,14.08,0.47,32.10,77.00,1007.07,160.00,8.00
5/27/2020,13,23,26.22,12.57,0.32,33.20,66.00,1007.07,240.00,6.00
5/28/2020,9,19,24.86,10.27,0.32,33.80,67.00,1007.07,150.00,10.00
5/29/2020,13,22,15.39,12.48,0.48,31.90,75.00,1007.07,180.00,9.00
5/30/2020,9,17,27.27,11.23,0.30,29.70,80.00,1007.07,150.00,11.00
5/31/2020,9,17,18.76,10.39,0.23,30.20,79.00,1007.07,290.00,12.00
6/1/2020,8,19,11.14,9.65,0.21,31.60,71.00,1006.40,240.00,7.00
6/2/2020,8,17,32.43,10.39,0.15,32.60,73.00,1006.40,240.00,10.00
6/3/2020,9,16,26.17,11.70,0.16,29.60,80.00,1006.40,280.00,12.00
6/4/2020,12,22,28.26,14.48,0.19,30.70,79.00,1006.40,220.00,5.00
6/5/2020,12,22,16.65,11.91,0.19,31.10,80.00,1006.40,150.00,7.00
6/6/2020,7,17,19.22,8.23,0.21,31.50,78.00,1006.40,250.00,6.00
6/7/2020,8,17,13.00,4.52,0.29,31.30,77.00,1006.40,260.00,6.00
6/8/2020,9,18,19.27,10.14,0.35,30.60,80.00,1006.40,240.00,12.00
6/9/2020,10,21,41.17,9.73,0.36,30.30,79.00,1006.40,180.00,10.00
6/10/2020,11,21,43.26,7.96,0.34,31.70,71.00,1006.40,170.00,13.00
6/11/2020,10,20,38.86,9.70,0.28,31.40,70.00,1006.40,160.00,6.00
6/12/2020,9,20,23.74,8.26,0.17,32.30,67.00,1006.40,280.00,7.00
6/13/2020,9,21,24.70,6.22,0.14,32.90,68.00,1006.40,290.00,9.00
6/14/2020,12,21,22.22,5.48,0.15,32.30,66.00,1006.40,290.00,10.00
6/15/2020,8,16,16.14,10.70,0.23,28.90,86.00,1006.40,240.00,6.00
6/16/2020,11,19,7.87,10.22,0.24,29.80,82.00,1006.40,140.00,8.00
6/17/2020,11,21,11.32,14.32,0.46,28.80,90.00,1006.40,150.00,8.00
6/18/2020,13,21,19.48,14.35,0.44,29.40,80.00,1006.40,240.00,7.00
6/19/2020,10,20,22.52,13.35,0.41,29.90,80.00,1006.40,270.00,9.00
6/20/2020,11,21,24.78,0.35,0.35,31.10,70.00,1006.40,180.00,6.00
6/21/2020,11,23,22.70,6.83,0.30,32.80,71.00,1006.40,180.00,7.00
6/22/2020,12,22,14.80,12.87,0.43,30.10,76.00,1006.40,120.00,8.00
6/23/2020,13,25,,15.87,0.45,29.90,77.00,1006.40,140.00,7.00
6/24/2020,15,25,,12.95,0.44,,74.00,1006.40,,
6/25/2020,11,20,,10.61,0.39,31.60,74.00,1006.40,160.00,8.00
6/26/2020,11,10,,9.61,0.39,30.30,77.00,1006.40,180.00,7.00
6/27/2020,10,21,,10.78,0.37,30.60,71.00,1006.40,180.00,7.00
6/28/2020,9,18,,9.22,0.35,30.50,73.00,1006.40,0.00,5.00
6/29/2020,9,20,,7.96,0.35,30.50,76.00,1006.40,120.00,8.00
6/30/2020,13,26,,9.39,0.23,30.80,72.00,1006.40,140.00,7.00
7/1/2020,12,23,,11.26,0.32,31.20,67.00,1006.15,260.00,13.00
7/2/2020,9,22,,12.00,0.32,30.30,64.00,1006.15,280.00,13.00
7/3/2020,12,23,,11.91,0.36,30.50,77.00,1006.15,260.00,20.00
7/4/2020,13,25,,13.61,0.36,29.00,79.00,1006.15,240.00,8.00
7/5/2020,13,21,,8.96,0.28,30.70,70.00,1006.15,240.00,8.00
7/6/2020,12,24,,6.65,0.22,32.50,67.00,1006.15,270.00,11.00
7/7/2020,13,24,,11.09,0.37,31.30,79.00,1006.15,140.00,7.00
7/8/2020,14,25,,10.09,0.35,31.40,74.00,1006.15,150.00,8.00
7/9/2020,10,21,,9.13,0.31,32.30,71.00,1006.15,150.00,8.00
7/10/2020,12,23,,10.52,0.32,32.60,69.00,1006.15,260.00,7.00
7/11/2020,12,23,,10.52,0.32,31.40,72.00,1006.15,290.00,8.00
7/12/2020,9,21,,9.13,0.27,31.90,71.00,1006.15,150.00,5.00
7/13/2020,13,22,,8.83,0.33,30.90,76.00,1006.15,130.00,8.00
7/14/2020,10,20,,8.96,0.31,29.20,83.00,1006.15,120.00,7.00
7/15/2020,13,20,,14.00,0.44,30.00,80.00,1006.15,300.00,10.00
7/16/2020,14,27,,14.65,0.39,30.10,80.00,1006.15,240.00,7.00
7/17/2020,12,30,,11.39,0.41,31.50,74.00,1006.15,300.00,8.00
7/18/2020,13,22,,12.61,0.44,30.80,74.00,1006.15,120.00,4.00
7/19/2020,7,15,,6.22,0.35,32.70,70.00,1006.15,180.00,8.00
7/20/2020,12,22,,19.39,0.57,32.00,74.00,1006.15,220.00,8.00
7/21/2020,11,20,,20.35,0.50,30.20,77.00,1006.15,250.00,8.00
7/22/2020,16,23,,20.35,0.50,30.90,79.00,1006.15,100.00,7.00
7/23/2020,11,17,,15.74,0.43,30.30,77.00,1006.15,210.00,8.00
7/24/2020,11,17,,17.62,0.54,30.20,85.00,1006.15,260.00,6.00
7/25/2020,12,25,,20.70,0.42,30.00,85.00,1006.15,180.00,6.00
7/26/2020,11,17,,11.39,0.35,30.50,78.00,1006.15,210.00,8.00
7/27/2020,4,10,,8.09,0.23,31.30,71.00,1006.15,180.00,9.00
7/28/2020,6,14,9.25,10.09,0.37,29.90,78.00,1006.15,120.00,8.00
7/29/2020,9,16,14.17,12.17,0.40,31.00,73.00,1006.15,300.00,8.00
7/30/2020,9,14,14.39,11.04,0.32,31.50,69.00,1006.15,140.00,7.00
7/31/2020,6,14,17.04,9.65,0.28,31.60,69.00,1006.15,210.00,11.00
8/1/2020,5,10,13.13,9.39,0.23,30.70,69.00,1005.62,230.00,9.00
8/2/2020,5,11,12.14,7.95,0.23,29.20,75.00,1005.62,210.00,13.00
8/3/2020,4,11,13.00,8.74,0.29,29.40,76.00,1005.62,200.00,9.00
8/4/2020,6,13,11.43,9.09,0.40,30.10,82.00,1005.62,210.00,10.00
8/5/2020,7,14,13.91,12.87,0.55,29.10,82.00,1005.62,210.00,6.00
8/6/2020,10,20,18.00,13.67,0.55,30.60,72.00,1005.62,220.00,12.00
8/7/2020,12,21,7.74,18.52,0.68,28.90,82.00,1005.62,200.00,10.00
8/8/2020,8,14,11.74,12.48,0.61,29.20,84.00,1005.62,210.00,12.00
8/9/2020,5,11,13.43,6.96,0.39,30.20,76.00,1005.62,210.00,13.00
8/10/2020,7,12,12.22,9.74,0.34,30.60,74.00,1005.62,210.00,7.00
8/11/2020,6,15,7.61,10.95,0.36,30.60,73.00,1005.62,200.00,9.00
8/12/2020,5,12,10.04,9.74,0.34,30.60,79.00,1005.62,200.00,10.00
8/13/2020,7,15,9.65,13.26,0.43,30.20,81.00,1005.62,120.00,8.00
8/14/2020,10,17,5.87,15.26,0.53,28.50,85.00,1005.62,120.00,8.00
8/15/2020,11,22,7.78,16.39,0.46,29.40,88.00,1005.62,140.00,9.00
8/16/2020,10,17,16.74,10.78,0.41,29.90,79.00,1005.62,240.00,6.00
8/17/2020,12,23,15.22,12.48,0.42,30.40,76.00,1005.62,120.00,7.00
8/18/2020,15,30,15.35,13.22,0.40,30.80,72.00,1005.62,230.00,5.00
