date,pm10,co,no,no2,nox,pm25,avgT,humid,pressure-monthly,windDir,windSpd
6/3/2019,57,0.9,47.3,18.9,66.2,,31.4,73,1006.22,210,8
6/4/2019,40,0.65,21.3,20.5,41.8,,33,74,1006.22,100,7
6/5/2019,45,0.86,46.6,19.1,65.7,,33.3,78,1006.22,190,7
6/6/2019,71,1.19,74.5,33.9,108.4,,30.9,84,1006.22,240,8
6/7/2019,69,0.88,36.9,29.2,66.1,,29.9,88,1006.22,290,10
6/8/2019,47,0.58,21.4,20.1,41.5,,30.5,80,1006.22,170,6
6/9/2019,37,0.46,13.5,15.5,29,,31,80,1006.22,240,8
6/10/2019,34,0.41,9.6,14.9,24.5,,30.9,72,1006.22,240,9
6/11/2019,42,0.6,18.9,19,37.9,,30.2,82,1006.22,200,9
6/12/2019,36,0.52,12,13,25,,31.2,75,1006.22,210,10
6/13/2019,38,0.5,8.1,12.9,21,,32.1,72,1006.22,180,8
6/14/2019,29,0.5,6.9,12.8,19.6,,32.5,73,1006.22,180,8
6/15/2019,41,0.53,8.2,14.6,22.8,,32.3,75,1006.22,150,8
6/16/2019,55,0.8,32.9,16.9,49.8,,30.7,84,1006.22,240,7
6/17/2019,38,0.6,13.3,15.7,29,,29.4,80,1006.22,180,9
6/18/2019,16,0.36,11.8,13.7,25.4,,31.2,72,1006.22,240,7
6/19/2019,24,0.36,16.6,12,28.6,,32.5,74,1006.22,150,7
6/20/2019,39,0.57,52,16.6,68.6,,30.9,75,1006.22,210,6
6/21/2019,42,0.35,19.1,16.2,35.3,,32.6,69,1006.22,150,7
6/22/2019,39,0.35,18.3,14.4,32.7,,33.1,66,1006.22,240,6
6/23/2019,45,0.46,23.4,14.9,38.3,,33.5,77,1006.22,240,8
6/24/2019,40,0.59,29.8,16.5,46.3,,31.3,80,1006.22,12,8
6/25/2019,52,1.04,69.3,19.5,88.9,,30,84,1006.22,280,13
6/26/2019,22,0.4,18.1,14.3,32.4,,30.8,77,1006.22,270,10
6/27/2019,26,0.49,25.6,16.4,42,,30.1,81,1006.22,280,9
6/28/2019,34,0.46,22.7,13.6,36.3,,29.9,81,1006.22,180,8
6/29/2019,16,0.32,9.5,11.2,20.7,,30.2,75,1006.22,180,9
6/30/2019,20,0.34,11.1,12.1,23.2,,29.4,85,1006.22,120,6
7/1/2019,36,0.52,24.6,17.8,42.4,,29.1,84,1006.81,240,5
7/2/2019,49,0.58,36.1,16.8,52.8,,30.9,81,1006.81,210,6
7/3/2019,45,0.95,62.8,23.8,86.6,,27.8,94,1006.81,300,8
7/4/2019,36,0.49,25.6,16.7,42.3,,28.3,88,1006.81,240,6
7/5/2019,37,0.63,40.6,19.4,60,,26.5,93,1006.81,280,6
7/6/2019,74,1,88.7,18.9,107.6,,29,83,1006.81,280,7
7/7/2019,34,0.33,19.1,13.5,32.6,,29.9,74,1006.81,280,5
7/8/2019,35,0.29,14.9,13.8,28.7,,31.5,71,1006.81,270,6
7/9/2019,41,0.35,22,14.4,36.4,,30.5,78,1006.81,240,7
7/10/2019,43,0.34,29.8,13.4,43.2,,29.5,75,1006.81,260,5
7/11/2019,38,0.29,16.6,14.8,31.5,,30.9,68,1006.81,210,6
7/12/2019,36,0.28,16.7,15.8,32.5,,31.4,67,1006.81,180,7
7/13/2019,35,0.32,23.1,14.1,37.3,,30.8,72,1006.81,270,9
7/14/2019,23,0.2,8.9,12.1,21.1,,31.6,68,1006.81,270,6
7/15/2019,29,0.4,27.3,15,42.4,,31.4,76,1006.81,240,6
7/16/2019,26,0.24,16.1,13.4,29.5,,30.3,74,1006.81,120,7
7/17/2019,19,0.16,10.1,13.3,23.4,,31,68,1006.81,130,6
7/18/2019,21,0.2,13.1,14.1,27.3,,30.9,72,1006.81,120,7
7/19/2019,25,0.21,15.4,14.8,30.3,,31.5,71,1006.81,240,8
7/20/2019,38,0.57,57.7,16.7,74.4,,31.3,73,1006.81,240,6
7/21/2019,13,0.14,6.6,10.7,17.3,,31.3,73,1006.81,270,8
7/22/2019,26,0.23,14.3,15.4,29.6,,31.7,71,1006.81,120,8
7/23/2019,39,0.27,26.8,15.3,42.1,,31.3,77,1006.81,200,7
7/24/2019,49,0.43,45.9,16.6,62.4,,29.6,79,1006.81,280,16
7/25/2019,39,0.5,48.8,15.7,64.5,,30.6,80,1006.81,160,10
7/26/2019,62,0.81,81.2,19.1,100.3,,29.7,74,1006.81,300,6
7/27/2019,43,0.33,21.4,18.2,39.6,,31.1,67,1006.81,320,8
7/28/2019,28,0.24,11.8,12,23.8,,31.6,66,1006.81,240,7
7/29/2019,24,0.18,8.5,13.1,21.6,,31.6,65,1006.81,120,8
7/30/2019,23,0.2,9.2,13.9,23.1,,30.7,61,1006.81,300,9
7/31/2019,43,0.28,15.1,16.3,31.4,,31.2,67,1006.81,270,9
8/1/2019,30,0.26,19.1,15.9,35,,29.5,71,1005.71,240,14
8/2/2019,22,0.24,13.6,15.1,28.7,,29.9,66,1005.71,280,15
8/3/2019,24,0.21,10.8,13.7,24.5,,30.1,67,1005.71,290,23
8/4/2019,39,0.19,8.9,12,20.9,,28.8,74,1005.71,280,11
8/5/2019,25,0.27,15.1,13.9,29,,28.8,84,1005.71,150,6
8/6/2019,26,0.29,15,15.1,30,,29.3,82,1005.71,120,7
8/7/2019,35,0.32,20.4,16.1,36.5,,28.9,82,1005.71,240,8
8/8/2019,27,0.33,24.6,14.1,38.7,,28.9,80,1005.71,280,9
8/9/2019,33,0.34,24.2,16.2,40.5,,29,83,1005.71,260,7
8/10/2019,26,0.22,13.5,11.7,25.2,,30.3,80,1005.71,240,6
8/11/2019,40,0.17,5.9,9.9,15.8,,30.2,77,1005.71,150,7
8/12/2019,21,0.19,12.6,12.3,24.9,,30.3,78,1005.71,140,8
8/13/2019,35,0.24,16,13.7,29.7,,30.2,78,1005.71,240,8
8/14/2019,37,0.25,16.6,13.4,30,,30.4,78,1005.71,240,7
8/15/2019,38,0.23,13.2,12.2,25.4,,31.1,76,1005.71,240,7
8/16/2019,50,0.22,15,11.9,26.9,,31.5,79,1005.71,240,8
8/17/2019,35,0.17,11.2,10.7,21.9,,30.3,75,1005.71,210,6
8/18/2019,32,0.16,12.4,12,24.4,,30.9,71,1005.71,270,8
8/19/2019,35,0.22,12.3,14.5,26.8,,31.6,72,1005.71,210,6
8/20/2019,32,0.29,20.7,13.5,34.2,,31.4,83,1005.71,270,12
8/21/2019,21,0.24,17.3,12.7,30.1,,31.7,76,1005.71,200,7
8/22/2019,36,0.5,39.6,13.7,53.3,,30.7,79,1005.71,150,15
8/23/2019,45,0.72,61.1,14.7,75.8,,29,83,1005.71,240,8
8/24/2019,27,0.41,20,15.7,35.7,,30.1,77,1005.71,120,7
8/25/2019,20,0.33,16,12.9,28.9,,29.9,74,1005.71,160,8
8/26/2019,18,0.37,15.8,13.9,29.7,,29.8,86,1005.71,150,13
8/27/2019,24,0.39,20.4,15.9,36.2,,29.1,77,1005.71,280,10
8/28/2019,24,0.36,14.2,15.5,29.7,,30.6,74,1005.71,120,8
8/29/2019,24,0.44,15.6,18.5,34.1,,29.5,75,1005.71,270,7
8/30/2019,18,0.43,12.8,16.1,28.9,,29.4,84,1005.71,140,8
8/31/2019,18,0.33,5.2,11.6,16.8,,29.4,84,1005.71,120,8
9/1/2019,18,0.42,12.4,11.7,24.1,,29,80,1008.81,140,7
9/2/2019,25,0.56,23,15.1,38.1,,30.1,77,1008.81,160,6
9/3/2019,20,0.57,20.5,14.7,35.2,,30.3,84,1008.81,290,9
9/4/2019,25,0.54,24.1,13.3,37.4,,30.2,87,1008.81,280,7
9/5/2019,21,0.52,24.1,13.5,37.7,,30.3,84,1008.81,270,8
9/6/2019,32,0.58,28.7,14,42.8,,30.3,82,1008.81,280,5
9/7/2019,42,0.52,26.7,12.9,39.6,,30,76,1008.81,240,8
9/8/2019,26,0.46,14.8,11.5,26.4,,29.6,81,1008.81,150,7
9/9/2019,31,0.47,18.8,12.3,31.2,,29.7,85,1008.81,240,6
9/10/2019,25,0.52,22.9,11.6,34.5,,30.2,81,1008.81,240,8
9/11/2019,30,0.62,33.6,17.6,51.2,,30,76,1008.81,250,8
9/12/2019,47,1.03,87.1,19.5,106.6,,29.2,77,1008.81,180,6
9/13/2019,21,0.58,22.4,16,38.5,,29.8,73,1008.81,120,8
9/14/2019,28,0.63,25.1,18.6,43.7,,29.3,86,1008.81,150,6
9/15/2019,64,1.15,73.9,23.2,97.1,,29,83,1008.81,150,6
9/16/2019,67,1.31,81,25.5,106.5,,29.3,89,1008.81,150,7
9/17/2019,66,1.04,58.2,26.9,85,,30.4,84,1008.81,150,5
9/18/2019,76,1.45,103.2,36.7,139.9,,30.6,82,1008.81,120,21
9/19/2019,62,1.37,79.4,35.3,114.6,,30,86,1008.81,240,8
9/20/2019,74,1.25,70.4,30.2,100.6,,29.4,85,1008.81,160,6
9/21/2019,60,1.62,133.9,26.5,160.3,,27.3,93,1008.81,150,5
9/22/2019,70,1.37,91.7,28.5,120.2,,27.8,87,1008.81,120,6
9/23/2019,62,1.52,108.4,24.1,132.5,,27.8,95,1008.81,100,6
9/24/2019,86,1.68,117.6,37.3,155,,29.5,80,1008.81,120,5
9/25/2019,112,1.84,133.3,45.8,179.1,,30.9,72,1008.81,140,7
9/26/2019,92,1.39,88.9,43.2,132.1,,31.6,69,1008.81,300,6
9/27/2019,75,1.37,84.8,38.1,122.9,,30.9,75,1008.81,220,7
9/28/2019,96,1.7,114.3,49.1,163.4,,31.4,71,1008.81,120,8
9/29/2019,89,1.26,64.8,38.9,103.7,,32,66,1008.81,120,8
9/30/2019,112,1.1,24.6,29.2,53.8,,31.4,75,1008.81,120,8
10/1/2019,52,0.81,17.9,15.5,33.4,,31,81,1009.53,110,5
10/2/2019,37,0.91,39.5,19.6,59.1,,30.4,77,1009.53,150,7
10/3/2019,28,0.7,15.8,15.7,31.5,,31.4,72,1009.53,150,8
10/4/2019,77,1.71,121.7,30.9,152.6,,30,81,1009.53,240,7
10/5/2019,88,1.84,143,31.3,174.3,,29.6,88,1009.53,210,6
10/6/2019,70,1.57,105.1,27.7,132.8,,28.6,88,1009.53,120,7
10/7/2019,72,1.71,123.2,27.1,150.3,,28.5,83,1009.53,110,8
10/8/2019,71,1.67,126.5,34.4,160.8,,30,80,1009.53,150,6
10/9/2019,76,1.84,122.4,33.5,155.8,,30.5,81,1009.53,110,5
10/10/2019,95,1.77,119.6,40.3,160,,30.9,84,1009.53,290,17
10/11/2019,59,1.12,58.2,29.3,87.6,,29.3,78,1009.53,120,8
10/12/2019,60,1.18,65.2,27.6,92.8,,29.9,74,1009.53,240,8
10/13/2019,52,1.09,59.8,21.6,81.5,,30.9,77,1009.53,100,7
10/14/2019,51,1.43,90.8,25,115.8,,29.8,79,1009.53,240,6
10/15/2019,66,1.84,124.2,34.2,158.4,,30.7,76,1009.53,330,7
10/16/2019,73,2.05,147.2,32.6,179.8,,30.9,74,1009.53,100,6
10/17/2019,67,1.88,141.5,33.8,175.3,,30.9,70,1009.53,110,7
10/18/2019,68,1.82,130.2,37.2,167.4,,31.5,68,1009.53,250,7
10/19/2019,70,1.64,105.1,37.2,142.3,,31.4,71,1009.53,240,6
10/20/2019,70,1.76,118.5,36.3,154.7,,30.8,68,1009.53,140,7
10/21/2019,69,1.53,79.1,38,117.1,,31.3,70,1009.53,300,6
10/22/2019,104,1.5,56.8,36.6,93.4,,30.8,72,1009.53,240,5
10/23/2019,41,0.81,11.2,14.5,25.7,,31.6,70,1009.53,130,6
10/24/2019,33,0.76,17.1,16.2,33.3,,31.9,70,1009.53,240,7
10/25/2019,56,1.28,73.4,30.1,103.5,,31.4,71,1009.53,120,8
10/26/2019,94,1.84,141.2,35.7,176.9,,31.2,69,1009.53,240,7
10/27/2019,51,1.29,89.6,28.2,117.8,,32.2,74,1009.53,120,6
10/28/2019,68,1.78,122.3,37.5,159.8,,32.1,73,1009.53,300,6
10/29/2019,67,1.68,117.5,35.9,153.5,,30.7,79,1009.53,70,9
10/30/2019,69,1.74,128.7,40.6,169.4,,30.4,67,1009.53,300,5
10/31/2019,64,1.57,114.2,46.6,160.9,,29.2,57,1009.53,310,7
11/1/2019,44,1.39,93,33.1,126.1,,16.6,73,1010.48,290,7
11/2/2019,71,1.73,128.5,32,160.5,,26.2,78,1010.48,240,8
11/3/2019,60,1.29,69.3,29,98.3,,29,78,1010.48,240,8
11/4/2019,69,1.62,101.6,38.3,139.9,,29.2,77,1010.48,150,8
11/5/2019,95,2.07,142.6,45.8,188.4,,29.5,72,1010.48,150,7
11/6/2019,90,1.91,132,46.8,178.8,,30.1,70,1010.48,160,5
11/7/2019,96,2.07,161.6,48.8,210.4,,30.4,66,1010.48,100,6
11/8/2019,81,1.75,120.8,50.1,170.9,,29.8,64,1010.48,110,7
11/9/2019,115,1.78,133.7,51.2,184.9,,29.8,66,1010.48,240,8
11/10/2019,84,1.78,126.7,54,180.7,,28.4,64,1010.48,120,6
11/11/2019,95,1.83,121.5,61.4,182.9,,28.3,66,1010.48,120,5
11/12/2019,83,1.43,74.5,54.8,129.2,,30.7,56,1010.48,130,6
11/13/2019,79,1.82,112.2,47.4,159.6,,30.4,65,1010.48,110,5
11/14/2019,63,1.87,136.4,37,173.4,,30.5,72,1010.48,100,5
11/15/2019,61,1.67,112.6,48.4,161,,29.7,65,1010.48,240,8
11/16/2019,78,1.78,128.1,43.7,171.9,,29.4,68,1010.48,130,7
11/17/2019,64,0.99,29.3,24.9,54.2,,30.2,67,1010.48,150,9
11/18/2019,70,1.17,46.2,30.7,76.8,,30.2,75,1010.48,300,4
11/19/2019,73,1.81,127.2,44.1,171.3,,31.4,64,1010.48,90,6
11/20/2019,61,1.79,135.9,38.8,174.7,,30.1,60,1010.48,110,8
11/21/2019,63,1.87,125.7,48.7,174.4,,30.8,58,1010.48,100,9
11/22/2019,69,2.09,161,49.3,210.3,,29.9,58,1010.48,240,8
11/23/2019,69,1.65,112.4,47.9,160.2,,29.3,59,1010.48,120,7
11/24/2019,66,1.81,134,46.3,180.3,,29.6,63,1010.48,110,8
11/25/2019,67,1.87,142.7,46.2,188.9,,30.2,60,1010.48,90,7
11/26/2019,62,1.81,140.3,45.6,185.9,,29.8,59,1010.48,300,8
11/27/2019,65,1.98,155.6,40.6,196.2,,30.2,62,1010.48,90,8
11/28/2019,43,1.42,91.7,30.4,122.1,,32.2,58,1010.48,110,9
11/29/2019,45,1.61,100.5,43.1,143.6,,29.9,60,1010.48,110,8
11/30/2019,58,1.92,134,44.3,178.3,,31.3,32,1010.48,110,8
12/1/2019,61,1.9,126.6,39.3,165.9,,31.3,65,1012.4,240,9
12/2/2019,47,1.62,109.7,35.5,145.3,,30.4,61,1012.4,90,7
12/3/2019,50,1.64,86.7,45.4,132.2,,27.7,59,1012.4,120,13
12/4/2019,57,1.72,100.7,49.4,150.1,,25.9,58,1012.4,100,7
12/5/2019,57,1.49,84,49.1,133.1,,24.6,55,1012.4,110,9
12/6/2019,79,1.64,99.7,53.6,153.4,,24.2,59,1012.4,340,9
12/7/2019,65,1.48,93.7,52.7,146.4,,23.3,54,1012.4,260,8
12/8/2019,79,1.67,111.5,53.5,165,,23.7,58,1012.4,320,6
12/9/2019,84,1.98,137.7,57.9,195.7,,24.8,59,1012.4,300,7
12/10/2019,93,1.93,135.1,59.5,194.6,,24.6,58,1012.4,100,8
12/11/2019,105,2.33,171.4,64.2,235.6,,26.3,59,1012.4,80,6
12/12/2019,98,2.13,152.8,56.1,208.9,,27.3,56,1012.4,100,7
12/13/2019,97,2.24,164.2,57,221.2,,27.7,60,1012.4,100,6
12/14/2019,87,2.07,149.3,54.4,203.7,,28.3,62,1012.4,100,6
12/15/2019,82,2,134.1,50.2,184.3,,29,60,1012.4,150,8
12/16/2019,80,2.09,143.6,43.7,187.3,,29.8,61,1012.4,150,9
12/17/2019,88,2.26,163.9,48.5,212.4,,30.1,63,1012.4,100,9
12/18/2019,83,1.75,108.2,40.7,149,,30.6,63,1012.4,110,6
12/19/2019,95,1.74,89.4,42.3,131.7,,30.7,67,1012.4,120,7
12/20/2019,92,1.76,90.6,41.2,131.8,,30.6,71,1012.4,140,6
12/21/2019,80,1.39,57.1,34.8,92,,30.6,77,1012.4,130,6
12/22/2019,56,1.09,31.5,25.9,57.4,,29.9,76,1012.4,150,9
12/23/2019,50,0.97,20.7,21.9,42.6,,30.2,74,1012.4,270,8
12/24/2019,63,1.03,21.2,24.9,46.2,,30.5,79,1012.4,160,8
12/25/2019,49,0.93,10.8,22.7,33.5,,29.5,78,1012.4,130,6
12/26/2019,45,0.87,7,19.5,26.5,,30.4,72,1012.4,140,5
12/27/2019,77,1.72,84.2,36.7,120.9,,30.5,72,1012.4,0,8
12/28/2019,82,1.77,99,41.8,140.8,,28.5,72,1012.4,140,8
12/29/2019,78,1.95,108.5,46.5,155,,29.4,64,1012.4,240,7
12/30/2019,73,2.1,112,51.3,163.3,,29.9,59,1012.4,240,7
12/31/2019,60,1.91,95.9,38.4,134.2,,,67,1012.4,240,8
1/1/2020,36,1.57,77.3,32.7,110,,30.6,68,1011.12,240,8
1/2/2020,49,1.91,111.3,37.2,148.5,,30.1,64,1011.12,110,7
1/3/2020,65,2.17,137,43.2,180.2,,30.2,66,1011.12,90,7
1/4/2020,77,2.17,137.7,45.1,182.9,,30,68,1011.12,240,8
1/5/2020,79,1.97,112.7,44.2,156.9,,30.2,63,1011.12,100,7
1/6/2020,97,2.16,123.1,52.6,175.8,,30.2,62,1011.12,130,6
1/7/2020,104,1.95,91.3,45.7,137,,30.8,63,1011.12,110,6
1/8/2020,121,2.03,120.9,48.2,169.1,,30.5,69,1011.12,120,9
1/9/2020,102,1.37,67.6,46.4,114.1,,30.8,68,1011.12,240,8
1/10/2020,147,1.56,79,45.4,124.3,,30.6,69,1011.12,120,8
1/11/2020,87,0.97,43,22.5,65.5,,29.8,80,1011.12,160,14
1/12/2020,74,0.89,43.9,18.9,62.9,,30.5,80,1011.12,160,5
1/13/2020,70,1.04,49.7,24.4,74.1,42,30.1,77,1011.12,130,6
1/14/2020,68,0.91,41.3,19.8,61.1,,30,78,1011.12,160,7
1/15/2020,69,0.72,22.2,23.9,46,,30.2,75,1011.12,140,8
1/16/2020,69,0.72,20.1,21.8,41.9,,29.9,74,1011.12,240,8
1/17/2020,84,0.83,25.5,24.3,49.8,,30.2,74,1011.12,120,8
1/18/2020,95,0.85,25.5,23.6,49.2,,30.2,78,1011.12,230,6
1/19/2020,101,1.06,47.9,26.9,74.8,,30.5,78,1011.12,60,7
1/20/2020,116,1.36,68.2,34.7,102.9,68,30.6,76,1011.12,150,5
1/21/2020,95,1.06,47.3,22.9,70.2,49,30.3,77,1011.12,160,6
1/22/2020,74,0.74,16.6,26.3,42.8,36,31.6,77,1011.12,150,6
1/23/2020,57,0.55,6.5,14.1,20.6,29,30.8,75,1011.12,160,7
1/24/2020,40,0.48,6.7,11.4,18.1,18,30.6,76,1011.12,240,8
1/25/2020,37,0.37,5.3,8.8,14.1,14,30.5,75,1011.12,140,8
1/26/2020,24,0.35,6.2,10,16.2,11,29.8,75,1011.12,160,7
1/27/2020,28,0.46,13.5,15.1,28.6,17,29,73,1011.12,120,6
1/28/2020,33,0.54,14.1,19.5,33.6,24,28.8,68,1011.12,210,8
1/29/2020,38,0.7,29.3,26.7,55.9,25,31.3,68,1011.12,210,5
1/30/2020,76,1.68,122.7,47.2,169.9,41,29.1,65,1011.12,110,6
1/31/2020,85,1.78,115.9,51.5,167.4,48,28.9,57,1011.12,110,11
2/1/2020,103,1.43,77.9,39.8,117.7,64,29.3,65,1012.16,150,10
2/2/2020,108,1.42,63.7,37,100.7,66,29.4,72,1012.16,240,8
2/3/2020,87,1.15,43.6,20.3,63.9,53,29.3,76,1012.16,160,8
2/4/2020,55,0.62,6.1,13.2,19.3,37,28.9,76,1012.16,160,9
2/5/2020,42,0.57,7.3,14,21.3,26,30.5,73,1012.16,210,7
2/6/2020,34,0.51,6.9,13,19.9,20,30.6,77,1012.16,260,8
2/7/2020,55,0.82,31.1,22.1,53.2,29,32.2,77,1012.16,160,6
2/8/2020,64,0.99,50.2,23.6,73.8,35,29.8,77,1012.16,140,8
2/9/2020,91,1.56,111.2,38.8,150,47,30,75,1012.16,320,7
2/10/2020,92,1.57,109.2,44.3,153.6,49,30.2,61,1012.16,150,8
2/11/2020,86,1.49,90.2,38.6,128.8,51,31,57,1012.16,150,6
2/12/2020,46,0.68,7.3,13.4,20.7,31,30.6,77,1012.16,260,10
2/13/2020,23,0.46,9.5,11.2,20.7,10,30.8,77,1012.16,160,9
2/14/2020,19,0.47,10.2,11,21.1,9,30.8,77,1012.16,120,9
2/15/2020,23,0.55,13.5,14.9,28.4,18,29.9,69,1012.16,120,8
2/16/2020,13,0.44,9.6,11.4,20.9,9,30.6,68,1012.16,160,7
2/17/2020,39,0.97,62.1,21.4,83.5,18,31.7,71,1012.16,160,7
2/18/2020,71,1.5,93.8,40,133.8,37,30,67,1012.16,120,8
2/19/2020,97,1.9,133.6,55.2,188.8,55,30.3,59,1012.16,140,8
2/20/2020,103,1.94,119.7,52.9,172.5,61,30.3,65,1012.16,340,7
2/21/2020,94,1.76,126.4,50.7,177.1,57,29.6,59,1012.16,110,8
2/22/2020,95,1.65,113.1,44,157.1,56,30,58,1012.16,110,8
2/23/2020,96,1.69,116,48,164.1,55,30.3,58,1012.16,240,9
2/24/2020,106,1.75,102.9,51.1,154,67,30.9,53,1012.16,240,8
2/25/2020,97,1.05,16.1,25.7,41.8,65,30.6,74,1012.16,210,5
2/26/2020,67,0.92,23.1,19.1,42.2,42,30.8,79,1012.16,240,6
2/27/2020,51,1.04,22.1,31,53.1,42,30.2,86,1012.16,260,6
2/28/2020,,0.81,17.8,18.4,36.2,26,29.9,82,1012.16,220,9
2/29/2020,,0.96,47.5,16.1,63.6,25,30.8,78,1012.16,250,8
3/1/2020,,0.59,6.1,10.2,16.3,21,30.6,74,1009.4,140,8
3/2/2020,,0.59,6,10,16,22,30.7,74,1009.4,180,8
3/3/2020,,0.53,7.1,9.6,16.7,15,30.5,75,1009.4,150,10
3/4/2020,,0.49,7.9,10.1,18,10,31.3,75,1009.4,160,9
3/5/2020,,0.5,7.2,8.9,16.1,11,31.3,77,1009.4,240,7
3/6/2020,,0.51,7.5,9.7,17.2,10,31.1,74,1009.4,240,8
3/7/2020,,0.73,33.6,11.4,45,12,30.3,78,1009.4,150,7
3/8/2020,,0.58,6.4,9.2,15.6,15,31.7,73,1009.4,150,8
3/9/2020,,0.83,16.4,17.4,33.7,29,33.6,69,1009.4,150,6
3/10/2020,,0.86,8.8,12.3,21.1,21,33.2,74,1009.4,160,7
3/11/2020,,0.8,15.7,15.2,30.8,27,32.7,73,1009.4,220,7
3/12/2020,37.03777778,0.62,4.6,10.1,14.7,19,32.4,76,1009.4,240,7
3/13/2020,63,0.61,4.5,10.4,14.9,14,32.2,72,1009.4,160,9
3/14/2020,70.41238095,0.57,4.4,9,13.4,11,31.7,72,1009.4,140,8
3/15/2020,70,1.03,36.8,24,60.8,17,29.4,90,1009.4,140,8
3/16/2020,99,1.38,73.4,25,25,35,29.3,79,1009.4,140,6
3/17/2020,67,0.6,3.8,10.3,14.1,13,30.9,78,1009.4,210,8
3/18/2020,61.87434783,0.59,3.6,9.2,12.7,13,31.9,76,1009.4,160,8
3/19/2020,60,0.58,3.2,8,11.2,14,32.9,76,1009.4,160,9
3/20/2020,69,0.57,3.8,8.6,12.4,12,31.7,75,1009.4,240,8
3/21/2020,56,0.58,3.2,8,11.2,14,31.2,72,1009.4,240,7
3/22/2020,59,0.53,2.6,6.9,9.5,11,31.1,72,1009.4,160,8
3/23/2020,49,0.56,4,8.9,12.9,11,32.5,72,1009.4,160,9
3/24/2020,45,0.53,3.7,8.2,11.9,8,31.6,75,1009.4,160,8
3/25/2020,42,0.44,2.8,7.5,10.3,11,31.6,72,1009.4,150,8
3/26/2020,34,0.29,2.5,7.8,10.3,6,31.3,72,1009.4,180,9
3/27/2020,35,0.3,1,8,9,8,33,74,1009.4,170,8
3/28/2020,42,0.37,0.2,7.2,7,14,32.1,75,1009.4,170,8
3/29/2020,37,0.35,0.7,5.8,5.2,12,31.9,76,1009.4,150,6
3/30/2020,38,0.4,0.1,7.3,7.2,12,31.7,76,1009.4,150,9
3/31/2020,44,0.5,0.1,8,7.8,20,32.3,74,1009.4,150,8
4/1/2020,33,0.47,1,7.3,8.3,10,32.1,73,1009.5,150,8
4/2/2020,29,0.45,1.1,6.9,7.9,8,32.5,75,1009.5,140,10
4/3/2020,25,0.45,3.4,7.4,10.8,6,31.9,76,1009.5,300,8
4/4/2020,32,0.46,3.3,7.2,10.5,8,32.7,74,1009.5,150,9
4/5/2020,37,0.5,9.1,6.4,15.5,10,32,76,1009.5,190,13
4/6/2020,34,0.43,2.1,6.4,8.5,6,32.4,76,1009.5,180,12
4/7/2020,35,0.44,2.6,6.7,9.3,7,32.8,78,1009.5,190,10
4/8/2020,30,0.45,5,7,12.1,6,32.6,74,1009.5,140,9
4/9/2020,35,0.71,14.2,8.6,22.8,11,32.1,73,1009.5,140,8
4/10/2020,31,0.48,3.2,8.4,11.6,10,32.3,73,1009.5,140,8
4/11/2020,38,0.59,16,9.7,25.7,17,32.7,69,1009.5,220,8
4/12/2020,27,0.45,2.1,6.2,8.3,9,33.7,68,1009.5,170,6
4/13/2020,62,1.34,74.5,28.9,103.3,25,31,80,1009.5,130,15
4/14/2020,79,1.16,49.4,25.2,74.6,36,30,75,1009.5,110,6
4/15/2020,54,0.84,25.9,16.7,42.6,24,31.5,72,1009.5,190,8
4/16/2020,28,0.47,3.3,9.4,12.7,9,32.4,71,1009.5,230,12
4/17/2020,25,0.44,3.4,8.3,11.7,7,31.8,75,1009.5,150,13
4/18/2020,28,0.5,15.6,11.4,26.9,8,31.5,71,1009.5,150,10
4/19/2020,22,0.32,2.2,5.6,7.8,5,32.8,69,1009.5,270,8
4/20/2020,23,0.32,3.4,7.4,10.8,6,32.8,69,1009.5,150,8
4/21/2020,23,0.3,3.2,6.6,9.8,6,32.9,67,1009.5,260,9
4/22/2020,30,0.32,2.7,7.1,9.8,11,33.6,65,1009.5,170,7
4/23/2020,42,0.67,39,12.6,51.6,16,34,63,1009.5,100,15
4/24/2020,46,0.79,42.3,22.4,64.6,17,32.3,65,1009.5,150,6
4/25/2020,57,0.89,52,26.2,78.2,22,31.7,82,1009.5,0,7
4/26/2020,73,1.19,53.2,34.7,87.9,32,30.4,73,1009.5,130,7
4/27/2020,67,0.99,0.99,34,62.4,34,30,77,1009.5,300,8
4/28/2020,61,0.94,36.7,28.2,64.9,28,31.3,69,1009.5,280,6
4/29/2020,69,1.07,45.6,28.8,74.4,32,31.3,73,1009.5,120,9
4/30/2020,55,0.87,42.9,18.9,61.8,21,30.8,75,1009.5,160,6
5/1/2020,33,0.38,6.9,9.1,15.9,10,32.1,72,1007.07,140,8
5/2/2020,27,0.31,3.9,7.6,11.5,8,32.5,68,1007.07,150,8
5/3/2020,29,0.27,3.3,5.9,9.2,5,33,69,1007.07,150,9
5/4/2020,31,0.34,3.7,9.1,12.8,9,33.2,69,1007.07,230,6
5/5/2020,36,0.39,6.9,10.8,17.7,13,33.2,69,1007.07,200,7
5/6/2020,27,0.3,4.3,6.7,11.1,8,33.7,71,1007.07,150,7
5/7/2020,25,0.29,5.6,7.5,13.1,6,33.3,71,1007.07,200,12
5/8/2020,21,0.25,5.6,7.4,13.1,4,33.5,73,1007.07,240,13
5/9/2020,19,0.26,9.1,7.2,16.3,4,34.2,69,1007.07,180,10
5/10/2020,15,0.2,4.5,6.3,10.8,3,33.4,71,1007.07,250,6
5/11/2020,37,0.68,38.1,18.7,56.8,15,31.8,79,1007.07,110,8
