date,pm10,co,no,no2,nox,pm25,avgT,humid,pressure-monthly,windDir,windSpd
5/12/2020,51,0.75,50,23,73,27,31.8,67,1007.07,240,7
5/13/2020,22,0.25,4.2,8.2,12.4,13,33.5,66,1007.07,230,7
5/14/2020,23,0.3,7.7,10.3,18,15,34.3,68,1007.07,180,8
5/15/2020,21,0.26,6.1,8.2,14.3,12,33.8,69,1007.07,250,12
5/16/2020,22,0.26,5.2,7.5,12.8,12,33.8,67,1007.07,180,14
5/17/2020,22,0.29,7.5,8.1,15.6,13,33.4,70,1007.07,160,8
5/18/2020,25,0.38,13,11,24,14,34.1,66,1007.07,150,7
5/19/2020,26,0.32,21,13.1,34.1,14,33.4,68,1007.07,150,7
5/20/2020,18.723,0.85,5.7,8.2,13.9,7,33.3,70,1007.07,110,8
5/21/2020,26,0.61,5.6,9.6,15.3,15,33.3,67,1007.07,240,5
5/22/2020,40,0.34,7.1,10.8,17.9,22,34.2,65,1007.07,190,11
5/23/2020,55,0.35,10.1,12.5,22.6,24,33.7,70,1007.07,240,11
5/24/2020,61,0.42,24.5,7.7,32.2,23,33.5,75,1007.07,180,9
5/25/2020,66,0.8,60.1,11.4,71.5,25,30.6,79,1007.07,150,5
5/26/2020,41,0.54,29.4,16,45.4,21,32.1,77,1007.07,160,8
5/27/2020,21,0.37,13.5,11.3,24.8,10,33.2,66,1007.07,240,6
5/28/2020,24,0.39,18.6,12.2,30.8,11,33.8,67,1007.07,150,10
5/29/2020,32,0.38,25.3,15.2,40.5,16,31.9,75,1007.07,180,9
5/30/2020,32,0.45,48.6,14.6,63.2,12,29.7,80,1007.07,150,11
5/31/2020,35,0.45,37.9,21.3,59.2,14,30.2,79,1007.07,290,12
6/1/2020,35,0.53,35.6,15.2,50.7,14,31.6,71,1006.4,240,7
6/2/2020,24,0.31,26.7,13.4,40.1,11,32.6,73,1006.4,240,10
6/3/2020,38,0.44,39.1,15.1,54.2,14,29.6,80,1006.4,280,12
6/4/2020,40,0.49,43.1,13.7,56.8,14,30.7,79,1006.4,220,5
6/5/2020,29,0.37,26,11.4,37.4,11,31.1,80,1006.4,150,7
6/6/2020,26,0.27,23.1,8.6,31.7,11,31.5,78,1006.4,250,6
6/7/2020,18,0.13,9,7.6,16.5,7,31.3,77,1006.4,260,6
6/8/2020,23,0.17,19.9,9.6,29.5,9,30.6,80,1006.4,240,12
6/9/2020,29,0.35,37.5,11,48.5,11,30.3,79,1006.4,180,10
6/10/2020,16,0.09,10,11.1,21,9,31.7,71,1006.4,170,13
6/11/2020,24,0.25,31.8,13.8,45.6,13,31.4,70,1006.4,160,6
6/12/2020,21,0.15,16.7,13.7,30.4,12,32.3,67,1006.4,280,7
6/13/2020,20,0.13,9.3,11.3,20.6,10,32.9,68,1006.4,290,9
6/14/2020,22,0.15,11.4,12,23.4,13,32.3,66,1006.4,290,10
6/15/2020,18,0.37,34.3,12.4,46.7,11,28.9,86,1006.4,240,6
6/16/2020,15,0.1,14.9,9.3,24.1,9,29.8,82,1006.4,140,8
6/17/2020,44,0.84,86.6,14.4,14.4,16,28.8,90,1006.4,150,8
6/18/2020,36,0.6,46.2,16.9,63.1,15,29.4,80,1006.4,240,7
6/19/2020,35,0.87,53.3,13.6,66.9,17,29.9,80,1006.4,270,9
6/20/2020,22,0.57,18.7,13.9,32.6,13,31.1,70,1006.4,180,6
6/21/2020,22,0.61,19.5,13.2,32.8,13,32.8,71,1006.4,180,7
6/22/2020,40,0.98,57.8,17.4,75.1,17,30.1,76,1006.4,120,8
6/23/2020,35,0.91,58,15.2,73.2,17,29.9,77,1006.4,140,7
6/24/2020,23,0.6,19.1,13.2,32.3,14,,74,1006.4,,
6/25/2020,26,0.66,27,11.8,38.9,13,31.6,74,1006.4,160,8
6/26/2020,18,0.49,18.3,10.7,29,11,30.3,77,1006.4,180,7
6/27/2020,27,,31.9,12.2,44.1,16,30.6,71,1006.4,180,7
6/28/2020,16,0.45,28.3,10.5,38.8,13,30.5,73,1006.4,0,5
6/29/2020,24,0.46,30,11,41,13,30.5,76,1006.4,120,8
6/30/2020,18,0.45,13.1,9.2,22.3,11,30.8,72,1006.4,140,7
7/1/2020,17,0.47,14.1,11.3,25.4,12,31.2,67,1006.15,260,13
7/2/2020,21,0.55,23.4,11.5,35,11,30.3,64,1006.15,280,13
7/3/2020,21,0.53,24.5,11.7,11.7,13,30.5,77,1006.15,260,20
7/4/2020,49,1.01,72.9,16.9,89.8,20,29,79,1006.15,240,8
7/5/2020,22,0.53,18.1,10.8,28.9,12,30.7,70,1006.15,240,8
7/6/2020,22,0.5,10.6,11.7,22.3,13,32.5,67,1006.15,270,11
7/7/2020,26,0.68,27.9,14.4,42.3,14,31.3,79,1006.15,140,7
7/8/2020,26,0.8,41.8,12.6,54.4,13,31.4,74,1006.15,150,8
7/9/2020,18,0.51,9.7,11.4,21,10,32.3,71,1006.15,150,8
7/10/2020,21,0.57,14.7,14.1,28.9,12,32.6,69,1006.15,260,7
7/11/2020,20,0.51,9.1,11.7,20.8,12,31.4,72,1006.15,290,8
7/12/2020,18,0.5,10.6,9.8,20.4,10,31.9,71,1006.15,150,5
7/13/2020,26,0.81,39.4,12.4,51.8,11,30.9,76,1006.15,130,8
7/14/2020,32,0.9,42.5,19.6,62.1,16,29.2,83,1006.15,120,7
7/15/2020,29,0.73,30.9,16.7,47.5,15,30,80,1006.15,300,10
7/16/2020,30,0.74,35.4,13.4,48.9,14,30.1,80,1006.15,240,7
7/17/2020,26,0.65,21.5,15.8,37.3,13,31.5,74,1006.15,300,8
7/18/2020,43,0.94,48.6,19.1,67.7,20,30.8,74,1006.15,120,4
7/19/2020,13,0.47,4.5,6.7,11.2,8,32.7,70,1006.15,180,8
7/20/2020,34,0.89,40.3,20.5,60.7,16,32,74,1006.15,220,8
7/21/2020,45,1.11,64,23.5,87.5,20,30.2,77,1006.15,250,8
7/22/2020,43,1.07,56.6,22.3,78.9,20,30.9,79,1006.15,100,7
7/23/2020,40,1.01,53.8,17.2,71,16,30.3,77,1006.15,210,8
7/24/2020,36,1.08,51.4,20.8,72.3,17,30.2,85,1006.15,260,6
7/25/2020,34,0.83,35.4,17.9,53.3,14,30,85,1006.15,180,6
7/26/2020,27,0.74,31.6,12.2,43.7,12,30.5,78,1006.15,210,8
7/27/2020,15,0.53,8.9,7.7,16.6,8,31.3,71,1006.15,180,9
7/28/2020,17,0.7,24.5,10.8,35.4,9,29.9,78,1006.15,120,8
7/29/2020,32,0.96,53.5,15.7,69.2,13,31,73,1006.15,300,8
7/30/2020,22,0.59,10.8,13,23.8,10,31.5,69,1006.15,140,7
7/31/2020,18,0.54,8.8,8.8,20.9,10,31.6,69,1006.15,210,11
8/1/2020,19,0.53,8.4,11.9,20.9,10,30.7,69,1005.62,230,9
8/2/2020,14,0.48,5.5,8.8,14.3,7,29.2,75,1005.62,210,13
8/3/2020,16,0.51,8.2,9.3,17.5,7,29.4,76,1005.62,200,9
8/4/2020,20,0.61,15.6,9,24.7,8,30.1,82,1005.62,210,10
8/5/2020,23,0.65,18.9,12.8,31.7,11,29.1,82,1005.62,210,6
8/6/2020,29,0.66,27.7,12.7,40.4,15,30.6,72,1005.62,220,12
8/7/2020,29,0.86,44.9,15.6,60.5,16,28.9,82,1005.62,200,10
8/8/2020,27,0.78,34,12.4,46.4,13,29.2,84,1005.62,210,12
8/9/2020,17,0.54,5.7,6.8,12.4,8,30.2,76,1005.62,210,13
8/10/2020,18,0.53,8.2,9.5,17.8,9,30.6,74,1005.62,210,7
8/11/2020,22,0.58,17.2,11.3,28.5,12,30.6,73,1005.62,200,9
8/12/2020,21,0.73,26.5,10.8,37.4,10,30.6,79,1005.62,200,10
8/13/2020,26,0.69,23.5,11.8,35.3,12,30.2,81,1005.62,120,8
8/14/2020,43,1.2,83.4,15.6,99,18,28.5,85,1005.62,120,8
8/15/2020,54,1.2,76.7,17.7,94.4,21,29.4,88,1005.62,140,9
8/16/2020,36,0.83,31.7,10.7,42.4,15,29.9,79,1005.62,240,6
8/17/2020,37,0.84,26.4,13.6,39.9,17,30.4,76,1005.62,120,7
8/18/2020,40,0.67,13.5,14,27.5,19,30.8,72,1005.62,230,5
8/19/2020,42,0.89,39.4,15.1,54.5,20,30.5,75,1005.62,200,8
8/20/2020,38,0.84,29.8,15.9,45.7,21,30.6,75,1005.62,210,6
8/21/2020,30,0.73,20.5,13.7,34.2,16,31.1,73,1005.62,200,10
8/22/2020,23,0.7,20.1,9.8,29.9,14,30,77,1005.62,200,10
8/23/2020,35,0.93,45.4,12.3,57.7,14,30,80,1005.62,210,12
8/24/2020,28,0.64,17.1,12.9,30,16,30.4,71,1005.62,240,6
8/25/2020,30,0.68,20.4,15.3,35.7,16,32.7,65,1005.62,300,8
8/26/2020,28,0.62,16.3,13.8,30.1,15,33.2,63,1005.62,270,10
8/27/2020,24,0.47,12.6,11.4,23.9,12,32.3,61,1005.62,300,8
8/28/2020,26,0.55,30.2,14.5,44.7,15,31.4,74,1005.62,120,9
8/29/2020,27,0.41,13.3,12.5,25.8,16,30,70,1005.62,170,11
8/30/2020,42,0.74,44.5,17.6,62.1,20,31.5,77,1005.62,230,9
8/31/2020,26,0.61,32.3,13.4,45.7,13,31.2,77,1005.62,0,5
9/1/2020,36,1.05,57.6,26.4,84,20,29,84,1006.53,300,8
9/2/2020,41,0.69,30.2,23.2,53.4,22,30.5,78,1006.53,300,6
9/3/2020,34,0.59,34.5,19.4,53.9,17,31.2,77,1006.53,60,7
9/4/2020,27,0.5,23.1,15.3,38.4,14,31.7,74,1006.53,210,7
9/5/2020,29,0.62,36.5,12.8,49.3,14,30.3,80,1006.53,150,8
9/6/2020,17,0.44,16.4,9.1,9.1,10,31,76,1006.53,200,11
9/7/2020,20,0.48,20.4,10.5,30.9,11,30.5,76,1006.53,230,11
9/8/2020,21,0.51,25.6,12.6,38.3,12,31.6,70,1006.53,200,9
9/9/2020,42,0.92,60,19,79,20,31.3,77,1006.53,240,9
9/10/2020,34,0.83,41.4,20.7,62.1,16,31.5,78,1006.53,310,8
9/11/2020,16,0.41,8.6,8.7,17.2,8,31.3,72,1006.53,240,8
9/12/2020,22,0.54,24,24,33.9,10,31.8,72,1006.53,230,7
9/13/2020,23,0.6,30.1,8.6,38.7,8,30.5,76,1006.53,230,9
9/14/2020,29,0.74,39.6,12.6,52.2,13,30.5,80,1006.53,250,7
9/15/2020,34,0.97,57.8,15.6,73.5,15,29.3,86,1006.53,120,9
9/16/2020,37,0.94,56.7,15.6,72.3,16,30,79,1006.53,210,8
9/17/2020,23,0.52,15.1,13.4,28.5,11,31,74,1006.53,230,8
9/18/2020,24,0.55,17.7,14,31.7,12,29.2,80,1006.53,350,8
9/19/2020,15,0.4,6.8,8.5,15.3,7,27.8,89,1006.53,250,10
9/20/2020,20,0.61,25.3,8.5,33.8,7,27.8,87,1006.53,240,9
9/21/2020,53,1.17,79.5,17.1,96.6,18,27.8,81,1006.53,140,7
9/22/2020,57,1.25,73.6,25.7,99.4,24,29.9,80,1006.53,320,6
9/23/2020,57,1.26,77.1,26.8,103.8,28,30.9,86,1006.53,230,10
9/24/2020,35,0.81,53.2,14,67.3,16,29.1,82,1006.53,240,8
9/25/2020,30,0.65,38.4,13.2,51.6,15,30.7,70,1006.53,290,8
9/26/2020,20,0.4,16.7,11,27.7,11,31.6,68,1006.53,230,10
9/27/2020,20,0.47,18.5,11.3,29.8,11,31.7,70,1006.53,230,11
9/28/2020,33,0.76,42.1,16.5,58.6,15,28.4,87,1006.53,210,8
9/29/2020,29,0.82,54.6,12.8,67.4,13,28.8,85,1006.53,250,8
9/30/2020,43,0.95,67.5,13.6,81.1,19,29.9,78,1006.53,140,8
10/1/2020,23,0.43,15.3,10.3,25.7,13,30.5,77,1007.09,230,8
10/2/2020,27,0.77,42.8,17,59.7,15,30.1,86,1007.09,220,7
10/3/2020,43,0.97,64.6,17.7,82.3,19,28.5,89,1007.09,140,8
10/4/2020,39,0.85,51.6,14.3,65.9,16,29.2,86,1007.09,240,7
10/5/2020,,1.29,83,22.9,105.8,21,29.4,80,1007.09,340,8
10/6/2020,,0.83,39.7,25.7,65.4,22,27,83,1007.09,240,8
10/7/2020,60,1.2,77,29.7,106.7,23,30.1,77,1007.09,240,9
10/8/2020,36,1.02,52.3,23.8,76.1,17,28.4,92,1007.09,100,7
10/9/2020,43,1.45,96.6,25.4,122,19,26.5,92,1007.09,100,5
10/10/2020,40,1.11,61.2,26.2,87.4,19,26.1,92,1007.09,60,5
10/11/2020,60,1.42,92.4,27.7,120.1,25,27.1,89,1007.09,120,5
10/12/2020,67,1.27,68.5,32.5,100.9,32,28.8,82,1007.09,140,8
10/13/2020,47,1.03,67.7,22.4,90.1,23,26.5,91,1007.09,140,8
10/14/2020,35,0.64,22.4,19.9,42.3,20,28.8,83,1007.09,140,8
10/15/2020,34,0.55,33.7,14.9,48.6,18,30.1,75,1007.09,120,7
10/16/2020,49,1.26,98.6,24.4,123,21,28.1,86,1007.09,140,7
10/17/2020,32,1.11,69,21.3,90.3,14,25.9,95,1007.09,30,7
10/18/2020,46,1.33,86.2,24.8,110.9,17,24.1,93,1007.09,30,6
10/19/2020,89,1.76,129.6,31.3,161,30,25.8,88,1007.09,50,5
10/20/2020,78,1.52,112.3,30.9,143.2,26,26.8,86,1007.09,30,7
10/21/2020,70,1.35,89.3,32.5,121.8,23,27.1,81,1007.09,40,4
10/22/2020,88,1.72,132.3,42.3,174.6,32,29.1,74,1007.09,190,6
10/23/2020,79,1.52,106.6,38.4,145,37,29.2,67,1007.09,160,8
10/24/2020,98,1.43,117.9,48.1,166,41,29.3,59,1007.09,180,7
10/25/2020,88,0.94,56.5,28.1,84.6,45,29.2,65,1007.09,140,5
10/26/2020,101,1.42,93.2,41,134.1,52,29.6,67,1007.09,30,4
10/27/2020,76,1.42,95.3,36.2,131.5,37,28.8,74,1007.09,40,5
10/28/2020,56,1,47.9,29.2,77.2,30,29,77,1007.09,70,4
10/29/2020,43,0.87,47.9,19.9,67.8,21,27.8,82,1007.09,340,7
10/30/2020,46,1.06,76.8,20.7,97.5,20,28.8,84,1007.09,240,5
10/31/2020,62,1.65,125.6,24.3,149.9,26,29.9,87,1007.09,220,6
11/1/2020,72,1.65,122.3,24.3,146.5,24,28.1,84,1010.64,210,6
11/2/2020,79,1.69,129.4,35.2,164.6,33,30.3,74,1010.64,210,5
11/3/2020,72,1.55,122.1,33.3,155.4,33,30.6,63,1010.64,40,8
11/4/2020,74,1.59,106.5,39.1,145.5,37,29.9,66,1010.64,60,4
11/5/2020,67,1.46,89.7,39.9,129.6,32,29.6,67,1010.64,220,5
11/6/2020,76,1.83,131.2,45.4,176.5,36,29.6,70,1010.64,30,5
11/7/2020,58,1.39,92.7,34.8,127.5,30,29.4,74,1010.64,40,6
11/8/2020,78,1.42,83.4,36.8,120.2,43,28.9,70,1010.64,40,5
11/9/2020,78,1.57,108.8,41.7,150.5,42,29.1,63,1010.64,40,6
11/10/2020,81,1.56,114.9,48,162.8,42,29.1,61,1010.64,60,8
11/11/2020,70,1.03,56,37.6,93.6,35,28,63,1010.64,30,8
11/12/2020,68,1.48,100.2,40.2,40.2,33,25.5,75,1010.64,60,5
11/13/2020,83,1.53,126.2,52.1,178.3,41,28.9,59,1010.64,60,4
11/14/2020,95,1.59,128.5,57.2,185.8,49,28.5,50,1010.64,210,4
11/15/2020,97,1.62,118.6,54.8,173.4,53,29.1,52,1010.64,30,4
11/16/2020,69,1.7,115.3,44.8,160,35,30,61,1010.64,200,6
11/17/2020,84,1.74,122.2,41.1,163.3,40,31.3,65,1010.64,170,5
11/18/2020,86,1.9,147.4,41.2,188.6,36,31.3,67,1010.64,150,5
11/19/2020,91,1.56,96.4,41.7,138.1,43,31.7,68,1010.64,120,4
11/20/2020,75,0.96,29.7,32.6,62.3,37,31.6,77,1010.64,210,5
11/21/2020,61,1.14,54.5,28,82.4,27,29.7,84,1010.64,0,4
11/22/2020,55,1.25,63.6,29.5,93.1,25,29.3,82,1010.64,120,8
11/23/2020,81,1.66,99.4,35.8,135.2,34,30.1,83,1010.64,340,13
11/24/2020,88,1.85,146.9,34.3,181.2,29,29.8,71,1010.64,200,6
11/25/2020,79,1.84,141.9,32.9,174.9,30,29.8,68,1010.64,310,5
11/26/2020,73,1.58,114.6,32.4,147.1,27,30.4,64,1010.64,260,4
11/27/2020,60,1.46,101.5,29.8,131.3,23,28.8,65,1010.64,120,8
11/28/2020,68,1.5,99.6,35.1,134.7,28,29.7,59,1010.64,120,8
11/29/2020,59,1.72,101.4,39.1,140.6,25,28.8,61,1010.64,160,6
11/30/2020,60,1.7,101.6,38.7,140.3,25,29.1,58,1010.64,140,6
12/1/2020,54,1.64,91.4,37.8,129.2,23,29.3,62,1010.97,130,8
12/2/2020,59,1.81,103.4,37.7,141.2,24,28.5,63,1010.97,130,6
12/3/2020,58,1.7,98.6,39,137.6,25,29,65,1010.97,140,8
12/4/2020,66,1.69,104.4,41.6,146.1,32,27.6,60,1010.97,130,9
12/5/2020,62,1.63,100.7,38.4,139.1,31,26,56,1010.97,170,6
12/6/2020,72,1.75,105.7,42.1,147.8,36,26.7,59,1010.97,350,7
12/7/2020,84,2.01,136.8,46.9,183.7,42,27.4,60,1010.97,210,6
12/8/2020,87,2.13,147.1,47.7,194.8,44,28.6,60,1010.97,0,7
12/9/2020,79,1.83,113,46.7,159.7,41,27.5,61,1010.97,240,8
12/10/2020,90,1.8,108.9,47.5,156.3,50,27.2,61,1010.97,240,7
12/11/2020,91,1.65,71.4,43.6,115,51,28,56,1010.97,240,9
12/12/2020,104,1.75,86.6,43.1,129.7,57,28.7,61,1010.97,120,6
12/13/2020,92,1.63,66.5,41,107.5,53,27.8,68,1010.97,20,6
12/14/2020,120,2,75.9,41.5,117.4,69,29.2,82,1010.97,190,7
12/15/2020,118,2.29,129.8,45.3,175.1,59,29.9,72,1010.97,140,6
12/16/2020,85,2,126.8,34.7,161.5,38,29.9,73,1010.97,40,9
12/17/2020,69,2.08,123.5,41,164.5,28,29.5,68,1010.97,40,6
12/18/2020,85,2.15,122.9,46.8,169.7,38,29.1,64,1010.97,120,6
12/19/2020,67,1.82,97.6,42.1,139.8,26,28.5,61,1010.97,110,5
12/20/2020,61,1.67,85,37.3,122.3,,26.4,59,1010.97,310,9
12/21/2020,63,1.38,78.1,38.2,116.3,38,24.3,61,1010.97,240,8
12/22/2020,82,1.16,75.5,40.7,116.2,45,23.8,57,1010.97,240,7
12/23/2020,83,1.2,67.1,43,110.1,48,24.5,52,1010.97,60,6
12/24/2020,97,1.69,116.7,50.5,167.1,50,28.3,61,1010.97,40,7
12/25/2020,95,2.04,156.4,43,199.4,48,28.4,65,1010.97,210,7
12/26/2020,86,1.89,134.8,40.8,175.6,42,29.3,69,1010.97,160,5
12/27/2020,72,1.09,47.2,25.1,72.3,40,30.5,67,1010.97,240,6
12/28/2020,39,0.62,15.2,19.8,34.9,22,30.2,74,1010.97,210,5
12/29/2020,61,1.18,54,29.8,83.9,32,30.8,70,1010.97,250,5
12/30/2020,67,1.17,70.6,26.6,97.2,31,30.5,62,1010.97,190,7
12/31/2020,47,1.14,41.7,26.9,68.6,25,26.4,56,1010.97,50,9
1/1/2021,48,1.1,41.2,29.2,70.4,28,24.5,57,1011.41,30,9
1/2/2021,55,1,44.9,32.4,77.2,33,24.3,56,1011.41,260,8
1/3/2021,75,1.3,62.2,38.4,100.6,47,25.1,56,1011.41,240,8
1/4/2021,76,1.5,93.6,36.8,130.4,42,26.9,59,1011.41,200,7
1/5/2021,78,1.8,123.2,44.3,167.5,42,27.7,60,1011.41,240,7
1/6/2021,83,1.8,114.9,42.6,157.5,45,29.8,58,1011.41,170,8
1/7/2021,76,1.7,107.8,42.4,150.2,39,29.8,58,1011.41,130,7
1/8/2021,64,1.4,76.8,32.6,109.4,32,29,60,1011.41,30,10
1/9/2021,57,1.5,64.6,36,100.6,26,26.4,60,1011.41,40,8
1/10/2021,67,1.6,67.1,37.2,104.3,35,26.4,56,1011.41,30,6
1/11/2021,72,1.6,91.9,37.2,129.1,37,26.1,54,1011.41,30,8
1/12/2021,77,1.1,52.4,34.1,86.5,37,22.7,54,1011.41,30,5
1/13/2021,100,1.2,51.8,42.9,94.7,58,22.8,50,1011.41,40,7
1/14/2021,130,1.6,70.9,53.6,124.5,80,24,58,1011.41,240,8
1/15/2021,157,1.9,101.2,54.2,155.4,96,25.6,63,1011.41,180,7
1/16/2021,128,1.2,33.1,21.9,55,80,27,67,1011.41,210,6
1/17/2021,99,1.4,55.5,29.5,85,56,28.4,66,1011.41,120,9
1/18/2021,76,1.4,71.2,37.6,108.7,39,25.5,54,1011.41,40,9
1/19/2021,96,1.9,103.5,49.9,153.4,58,24.5,56,1011.41,120,9
1/20/2021,117,2,112.1,52.6,164.7,71,26,56,1011.41,120,8
1/21/2021,124,2.1,110.2,58.5,168.8,77,26.8,59,1011.41,240,7
1/22/2021,153,2,110.6,60.1,170.7,94,26.5,60,1011.41,120,6
1/23/2021,121,1.5,61.3,38,99.3,76,28.3,64,1011.41,240,8
1/24/2021,55,1,30.3,12.5,42.8,34,28.3,69,1011.41,240,9
1/25/2021,40,0.7,8.9,12.6,21.6,23,30,71,1011.41,120,4
1/26/2021,59,1.1,45.3,18.5,63.8,28,29.7,75,1011.41,120,8
1/27/2021,62,1.1,31.8,24.3,56.1,34,30.2,73,1011.41,240,8
1/28/2021,70,1.3,53.6,27.4,81,36,30.4,73,1011.41,130,5
1/29/2021,92,1.7,95.2,36.6,131.8,47,29.1,63,1011.41,120,9
1/30/2021,100,1.9,118.7,43.7,162.4,56,29.3,47,1011.41,90,9
1/31/2021,96,1.8,90.9,41.4,132.3,54,28.8,54,1011.41,40,8
2/1/2021,123,2.187391304,108.7752174,51.59173913,160.366087,71,30.1,54,1010.51,110,8
2/2/2021,109,1.855416667,88.56416667,43.61666667,132.1704167,60,30.2,60,1010.51,70,4
2/3/2021,121,1.889130435,93.05869565,39.48652174,132.5482609,67,30.5,56,1010.51,120,8
2/4/2021,112,2.033478261,117.6247826,40.01173913,157.6256522,61,29.4,64,1010.51,30,8
2/5/2021,113,2.372173913,168.0173913,52.51043478,220.5069565,62,29.2,54,1010.51,240,8
2/6/2021,98,1.894782609,120.0717391,50.25434783,170.3186957,54,28.8,55,1010.51,140,8
2/7/2021,102,1.444347826,43.79608696,31.03391304,74.83608696,60,29.6,63,1010.51,240,6
2/8/2021,50,0.876521739,7.946086957,10.43826087,18.38652174,30,30.3,75,1010.51,210,6
2/9/2021,77,1.569130435,63.90826087,25.83130435,89.72608696,38,28.4,83,1010.51,280,9
2/10/2021,76,1.610434783,72.59478261,36.7273913,109.3195652,39,28.1,73,1010.51,170,8
2/11/2021,82,1.810869565,104.8678261,44.56695652,149.4404348,42,28.9,60,1010.51,240,8
2/12/2021,80,1.636521739,80.98956522,43.33434783,124.3047826,45,26.8,61,1010.51,240,7
2/13/2021,68,1.337826087,46.5873913,22.50086957,69.08173913,40,29,73,1010.51,240,8
2/14/2021,52,1.140434783,29.62652174,13.31304348,42.94478261,32,28.8,72,1010.51,120,7
2/15/2021,40,0.902173913,7.072173913,9.752608696,16.82521739,25,28.3,74,1010.51,210,10
2/16/2021,42,0.935217391,7.699565217,9.414782609,17.11347826,27,29.7,72,1010.51,250,7
2/17/2021,62,1.339130435,40.50434783,15.03782609,55.5473913,36,30.6,74,1010.51,250,6
2/18/2021,95,1.869565217,93.78043478,39.16652174,132.9317391,55,29,69,1010.51,120,8
2/19/2021,85,1.92,100.43,40.65,141.0773913,49,27.8,55,1010.51,210,8
2/20/2021,88,2.063478261,115.1465217,45.40695652,160.5469565,50,27.8,57,1010.51,280,7
2/21/2021,100,1.713043478,65.08,35.6573913,100.74,65,28.8,57,1010.51,130,5
2/22/2021,80,1.280434783,22.70782609,13.06434783,35.77913043,48,29.3,70,1010.51,210,7
2/23/2021,65,1.017826087,6.723478261,10.5973913,17.32130435,39,29.9,72,1010.51,210,6
2/24/2021,57,1.016086957,6.766956522,9.320434783,16.09,38,29.8,71,1010.51,210,8
2/25/2021,72,1.313478261,20.24173913,18.44608696,38.68913043,47,31.3,61,1010.51,240,8
2/26/2021,68,1.130869565,9.101304348,15.0626087,24.16347826,50,30.8,63,1010.51,180,7
2/27/2021,67,1.065416667,11.9375,12.4525,24.38416667,48,29.7,66,1010.51,250,8
2/28/2021,59,0.922173913,5.624347826,5.223913043,10.84956522,43,,74,1010.51,,
3/1/2021,35,0.91,7.54,6.91,14.45,24,29.9,71,1009.21,240,8
3/2/2021,22,0.84,7.12,5.91,13.04,15,30.4,75,1009.21,270,6
3/3/2021,21,0.8,7.19,5.89,13.08,12,30.6,79,1009.21,210,8
3/4/2021,48,1.24,51.05,11.65,62.69,24,30.8,76,1009.21,260,7
3/5/2021,32,0.81,6.28,5.96,12.25,19,31.1,75,1009.21,240,7
3/6/2021,36,0.81,5.43,5.14,10.58,19,31.1,75,1009.21,240,8
3/7/2021,32,0.82,5.59,3.95,9.54,18,30.4,73,1009.21,240,7
3/8/2021,37,0.94,9.92,9.08,18.99,23,30.8,75,1009.21,260,8
3/9/2021,35,1,14.82,12.23,27.04,22,30.1,77,1009.21,240,8
3/10/2021,44,0.78,10.2,14.22,24.42,28,30.1,75,1009.21,17,9
3/11/2021,58,0.97,54.02,17.25,71.27,33,30.4,72,1009.21,210,6
3/12/2021,53,0.81,33.89,15.04,48.92,29,31.3,72,1009.21,260,7
3/13/2021,47,0.72,30.8,11.5,42.31,26,31.4,76,1009.21,28,6
3/14/2021,38,0.49,4.55,7.62,12.17,22,30.8,75,1009.21,160,8
3/15/2021,42,0.48,5.98,9.61,15.6,22,30.5,76,1009.21,120,8
3/16/2021,56,0.46,4.16,10.04,14.2,25,30.7,76,1009.21,260,9
3/17/2021,60,0.49,4.33,9.48,13.81,29,30.9,77,1009.21,270,7
3/18/2021,64,0.58,4.66,10.86,15.51,40,31.3,74,1009.21,210,8
3/19/2021,50,0.56,3.67,8.53,12.2,31,31.7,74,1009.21,260,7
3/20/2021,49,0.57,4.79,8.66,13.45,31,30.8,74,1009.21,240,8
3/21/2021,36,0.49,3.88,6.85,10.73,23,30.8,73,1009.21,120,8
3/22/2021,95,1.56,90.59,33.44,124.04,49,29.6,79,1009.21,240,9
3/23/2021,92,1.88,111.94,45.24,157.19,47,30.8,67,1009.21,240,8
3/24/2021,90,1.55,80.93,43.54,124.46,50,32.1,61,1009.21,230,6
3/25/2021,71,1.07,35.86,21.67,57.54,42,31.6,69,1009.21,290,8
3/26/2021,31,0.44,4.28,11.26,15.53,19,32,75,1009.21,250,8
3/27/2021,29,0.32,3.23,8.74,8.74,14,31.3,75,1009.21,250,8
3/28/2021,30,0.34,3.23,8.3,11.53,17,30.8,76,1009.21,210,8
3/29/2021,28,0.36,3.65,10.25,13.9,16,31.5,75,1009.21,120,10
3/30/2021,29,0.38,3.7,10.15,13.86,18,32.6,74,1009.21,270,8
3/31/2021,35,0.46,4.3,13.02,17.31,24,,72,1009.21,,
4/1/2021,26,0.4,4.3,11.1,15.3,19,32.3,72,1008.48,270,7
4/2/2021,15,0.3,3.5,10.1,13.6,9,32.9,72,1008.48,220,9
4/3/2021,29,0.5,22.7,12.9,35.6,17,31.8,72,1008.48,250,9
4/4/2021,34,0.7,34.2,15,49.2,16,30.3,79,1008.48,140,9
4/5/2021,59,0.9,43.1,22.4,65.5,33,28.9,84,1008.48,140,8
4/6/2021,59,1,59.7,23.4,83,35,29,85,1008.48,240,9
4/7/2021,96,1,53.7,29.6,83.2,34,29.8,80,1008.48,120,8
4/8/2021,59,0.8,41.4,25.4,66.8,34,30.2,74,1008.48,240,6
